release,className,loc,commentLines,nRevisions,nAuth,nFix,locAdded,maxLocAdded,avgLocAdded,churn,maxChurn,avgChurn,locTouched,changeSetSize,maxChangeSet,avgChangeSet,age,weightedAge,cyclomaticComplexity,duplication,nBranches,maxNestingDepth,nSmells,buggy
3.1.0,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/ReadEntryCallback.java,0.001522,0.029478,0.016129,0.142857,0.0,0.013109,0.030594,0.04108,0.015324,0.030594,0.04108,0.007216,0.047059,0.175,0.245614,0.009615,0.009852,0.0,0.0,0.010101,0.0,0.0,no
3.1.0,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/ServerStats.java,0.077626,0.017007,0.016129,0.142857,0.0,0.049813,0.116259,0.156103,0.058231,0.116259,0.156103,0.027423,0.047059,0.175,0.245614,0.009615,0.009852,0.0,0.0,0.015152,0.181818,0.0,no
3.1.0,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/WriteCallback.java,0.000761,0.029478,0.016129,0.142857,0.0,0.011985,0.027972,0.037559,0.014011,0.027972,0.037559,0.006598,0.047059,0.175,0.245614,0.009615,0.009852,0.0,0.0,0.010101,0.0,0.0,no
3.1.0,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/ClientBase.java,0.18417,0.057823,0.016129,0.142857,0.0,0.128464,0.299825,0.402582,0.150175,0.299825,0.402582,0.070722,0.047059,0.175,0.245614,0.009615,0.009852,0.0,0.0,0.121212,0.454545,0.0,no
3.1.0,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/LocalBookKeeper.java,0.082953,0.037415,0.016129,0.142857,0.0,0.061423,0.143357,0.192488,0.071804,0.143357,0.192488,0.033814,0.047059,0.175,0.245614,0.009615,0.009852,0.0,0.0,0.030303,0.272727,0.0,yes
3.1.0,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/Main.java,0.015221,0.028345,0.016129,0.142857,0.0,0.020599,0.048077,0.064554,0.024081,0.048077,0.064554,0.01134,0.047059,0.175,0.245614,0.009615,0.009852,0.0,0.0,0.010101,0.181818,0.0,no
3.1.0,src/contrib/fatjar/src/java/org/apache/zookeeper/util/FatJarMain.java,0.057839,0.046485,0.016129,0.142857,0.0,0.047191,0.11014,0.147887,0.055166,0.11014,0.147887,0.025979,0.001681,0.00625,0.008772,0.024038,0.024631,0.0,0.0,0.050505,0.272727,0.0,no
3.1.0,src/java/main/org/apache/jute/Index.java,0.001522,0.036281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101,0.0,0.0,no
3.1.0,src/java/main/org/apache/jute/Record.java,0.003805,0.024943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
3.1.0,src/java/main/org/apache/jute/compiler/JBoolean.java,0.009132,0.024943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,no
