release,className,loc,commentLines,nRevisions,nAuth,nFix,locAdded,maxLocAdded,avgLocAdded,churn,maxChurn,avgChurn,locTouched,buggy
3.0.0,QuorumPeerConfig,222,21,64,14,0,1649,238,25.765625,731,100,11.421875,2681,yes
3.0.0,QuorumPeerMain,115,48,35,14,0,383,112,10.942857142857143,254,112,7.257142857142857,530,yes
3.0.0,QuorumStats,81,17,7,3,0,52,17,7.428571428571429,20,14,2.857142857142857,112,no
3.0.0,SendAckRequestProcessor,54,18,11,4,0,81,22,7.363636363636363,68,20,6.181818181818182,134,no
3.0.0,Vote,69,17,9,4,0,124,42,13.777777777777779,98,37,10.88888888888889,150,no
3.0.0,DataNodeV1,129,34,2,1,0,129,129,64.5,258,129,129.0,258,no
3.0.0,DataTreeV1,582,105,7,5,0,602,582,86.0,1168,582,166.85714285714286,1204,no
3.0.0,UpgradeMain,181,61,4,3,0,185,181,46.25,364,181,91.0,370,no
3.0.0,UpgradeSnapShot,33,21,3,2,0,34,33,11.333333333333334,66,33,22.0,68,no
3.0.0,UpgradeSnapShotV1,323,88,9,5,0,356,323,39.55555555555556,668,331,74.22222222222223,712,yes
3.0.0,Profiler,40,17,7,3,0,53,40,7.571428571428571,44,41,6.285714285714286,144,no
3.0.0,SerializeUtils,105,19,12,7,0,217,105,18.083333333333332,187,105,15.583333333333334,263,no
3.0.0,VerGen,120,35,13,7,0,162,49,12.461538461538462,82,31,6.3076923076923075,264,yes
3.0.1,CommonNames,0,0,3,1,0,9,7,3.0,2,2,0.6666666666666666,16,no
3.0.1,MBeanRegistry,0,0,4,2,0,9,7,2.25,2,2,0.5,16,no
3.0.1,ZKMBeanInfo,0,0,3,1,0,8,7,2.6666666666666665,2,2,0.6666666666666666,14,no
3.0.1,ConnectionBean,0,0,5,3,0,16,7,3.2,3,2,0.6,29,no
3.0.1,ConnectionMXBean,0,0,3,1,0,8,7,2.6666666666666665,2,2,0.6666666666666666,14,no
3.0.1,DataTreeBean,0,0,5,2,0,16,8,3.2,7,4,1.4,33,no
3.0.1,DataTreeMXBean,0,0,3,1,0,8,7,2.6666666666666665,2,2,0.6666666666666666,14,no
3.0.1,ZooKeeperServerBean,0,0,4,2,0,35,23,8.75,22,20,5.5,48,no
3.0.1,ZooKeeperServerMXBean,0,0,3,1,0,8,7,2.6666666666666665,2,2,0.6666666666666666,14,no
3.0.1,FollowerBean,0,0,4,1,0,8,7,2.0,30,28,7.5,42,no
3.0.1,FollowerMXBean,0,0,4,1,0,8,7,2.0,28,26,7.0,40,no
3.0.1,LeaderBean,0,0,3,1,0,8,7,2.6666666666666665,2,2,0.6666666666666666,14,no
3.0.1,LeaderElectionBean,0,0,3,1,0,9,7,3.0,2,2,0.6666666666666666,16,no
3.0.1,LeaderElectionMXBean,0,0,3,1,0,8,7,2.6666666666666665,2,2,0.6666666666666666,14,no
3.0.1,LeaderMXBean,0,0,3,1,0,8,7,2.6666666666666665,2,2,0.6666666666666666,14,no
3.0.1,LocalPeerBean,0,0,4,2,0,15,7,3.75,7,5,1.75,23,no
3.0.1,LocalPeerMXBean,0,0,3,1,0,9,7,3.0,2,2,0.6666666666666666,16,no
3.0.1,QuorumBean,0,0,3,1,0,10,7,3.3333333333333335,2,2,0.6666666666666666,18,no
3.0.1,QuorumMXBean,0,0,3,1,0,8,7,2.6666666666666665,2,2,0.6666666666666666,14,no
