projectKey,idTicket,ticketKey,creationDateTicket,resolutionDateTicket,fixVersion,fixVersionReleaseDate,affectedVersionsCount,affectedVersions,openingVersion,openingVersionReleaseDate,injectionVersion,injectionVersionReleaseDate
ZOOKEEPER,12665476,ZOOKEEPER-1745,2013-08-26T09:25:08,2014-04-25T01:58:02,3.5.0,2014-08-04,2,3.4.5|3.4.6,3.4.5,2012-11-18,3.4.5,2012-11-18
ZOOKEEPER,12665100,ZOOKEEPER-1744,2013-08-22T20:23:56,2013-10-24T05:12:36,3.5.0,2014-08-04,2,3.4.5|3.4.6,3.4.5,2012-11-18,3.4.5,2012-11-18
ZOOKEEPER,12658857,ZOOKEEPER-1733,2013-07-20T00:31:42,2013-12-18T15:48:59,3.5.0,2014-08-04,2,3.4.5|3.4.6,3.4.5,2012-11-18,3.4.5,2012-11-18
ZOOKEEPER,12658778,ZOOKEEPER-1732,2013-07-19T16:14:57,2013-10-30T03:22:24,3.5.0,2014-08-04,2,3.4.5|3.4.6,3.4.5,2012-11-18,3.4.5,2012-11-18
ZOOKEEPER,12658066,ZOOKEEPER-1731,2013-07-16T17:59:56,2013-08-02T17:45:21,3.4.6,2014-03-10,2,3.4.4|3.4.5,3.4.5,2012-11-18,3.4.4,2012-09-23
ZOOKEEPER,12651322,ZOOKEEPER-1714,2013-06-06T13:06:32,2013-06-21T20:01:11,3.5.0,2014-08-04,2,3.4.5|3.4.6,3.4.5,2012-11-18,3.4.5,2012-11-18
ZOOKEEPER,12651298,ZOOKEEPER-1713,2013-06-06T09:51:46,2013-09-02T20:23:07,3.5.0,2014-08-04,2,3.4.5|3.4.6,3.4.5,2012-11-18,3.4.5,2012-11-18
ZOOKEEPER,12650311,ZOOKEEPER-1711,2013-05-31T11:16:40,2013-08-29T13:22:59,3.4.6,2014-03-10,1,3.4.5,3.4.5,2012-11-18,3.4.5,2012-11-18
ZOOKEEPER,12647252,ZOOKEEPER-1706,2013-05-13T06:05:28,2013-05-13T07:34:49,3.5.0,2014-08-04,2,3.4.5|3.4.6,3.4.5,2012-11-18,3.4.5,2012-11-18
ZOOKEEPER,12646860,ZOOKEEPER-1702,2013-05-09T20:24:17,2013-07-01T23:24:41,3.5.0,2014-08-04,2,3.4.2|3.4.6,3.4.5,2012-11-18,3.4.2,2011-12-29
ZOOKEEPER,12644355,ZOOKEEPER-1696,2013-04-24T13:39:23,2013-09-27T23:26:07,3.5.0,2014-08-04,2,3.4.5|3.4.6,3.4.5,2012-11-18,3.4.5,2012-11-18
ZOOKEEPER,12637731,ZOOKEEPER-1673,2013-03-19T10:01:18,2014-04-25T21:41:23,3.5.0,2014-08-04,1,3.4.5,3.4.5,2012-11-18,3.4.5,2012-11-18
ZOOKEEPER,12637274,ZOOKEEPER-1670,2013-03-15T21:36:54,2013-10-01T21:32:01,3.5.0,2014-08-04,1,3.4.5,3.4.5,2012-11-18,3.4.5,2012-11-18
ZOOKEEPER,12636988,ZOOKEEPER-1667,2013-03-14T08:56:56,2013-10-22T10:56:58,3.5.0,2014-08-04,3,3.3.6|3.4.5|3.4.6,3.4.5,2012-11-18,3.3.6,2012-08-02
ZOOKEEPER,12636590,ZOOKEEPER-1663,2013-03-12T15:25:42,2013-05-20T17:12:13,3.5.0,2014-08-04,2,3.4.5|3.4.6,3.4.5,2012-11-18,3.4.5,2012-11-18
ZOOKEEPER,12634851,ZOOKEEPER-1657,2013-03-01T16:44:47,2013-09-18T10:58:58,3.5.0,2014-08-04,2,3.4.5|3.4.6,3.4.5,2012-11-18,3.4.5,2012-11-18
ZOOKEEPER,12634558,ZOOKEEPER-1655,2013-02-28T05:07:28,2013-10-01T21:42:57,3.5.0,2014-08-04,1,3.4.2,3.4.5,2012-11-18,3.4.2,2011-12-29
ZOOKEEPER,12634337,ZOOKEEPER-1653,2013-02-27T01:59:38,2013-11-26T23:44:21,3.4.6,2014-03-10,1,3.4.5,3.4.5,2012-11-18,3.4.5,2012-11-18
ZOOKEEPER,12631546,ZOOKEEPER-1643,2013-02-09T01:44:26,2013-02-20T05:26:47,3.4.11,2017-11-09,2,3.3.3|3.5.0,3.4.5,2012-11-18,3.3.3,2011-02-27
ZOOKEEPER,12631107,ZOOKEEPER-1641,2013-02-06T18:17:35,2013-02-16T01:00:08,3.5.0,2014-08-04,3,3.4.4|3.4.5|3.4.6,3.4.5,2012-11-18,3.4.4,2012-09-23
ZOOKEEPER,12630073,ZOOKEEPER-1636,2013-01-31T03:54:46,2018-12-10T14:29:32,3.5.5,2019-05-20,1,3.4.3,3.4.5,2012-11-18,3.4.3,2012-02-13
ZOOKEEPER,12629968,ZOOKEEPER-1633,2013-01-30T19:14:03,2013-04-02T06:32:44,3.4.6,2014-03-10,2,3.4.4|3.4.5,3.4.5,2012-11-18,3.4.4,2012-09-23
ZOOKEEPER,12629078,ZOOKEEPER-1628,2013-01-24T14:19:42,2013-01-25T07:09:06,3.5.0,2014-08-04,3,3.4.4|3.4.5|3.4.6,3.4.5,2012-11-18,3.4.4,2012-09-23
ZOOKEEPER,12625536,ZOOKEEPER-1613,2012-12-30T23:47:09,2013-01-25T07:29:33,3.5.0,2014-08-04,2,3.4.5|3.4.6,3.4.5,2012-11-18,3.4.5,2012-11-18
ZOOKEEPER,12622951,ZOOKEEPER-1599,2012-12-07T18:54:16,2013-09-17T22:30:50,3.4.6,2014-03-10,2,3.3.6|3.4.5,3.4.5,2012-11-18,3.3.6,2012-08-02
ZOOKEEPER,12615285,ZOOKEEPER-1578,2012-11-08T03:55:08,2012-12-17T07:13:02,3.5.0,2014-08-04,2,3.4.3|3.4.6,3.4.4,2012-09-23,3.4.3,2012-02-13
ZOOKEEPER,12611660,ZOOKEEPER-1562,2012-10-13T01:03:48,2013-02-03T06:42:17,3.5.0,2014-08-04,3,3.4.3|3.4.4|3.4.6,3.4.4,2012-09-23,3.4.3,2012-02-13
ZOOKEEPER,12610086,ZOOKEEPER-1554,2012-10-03T15:35:13,2013-10-30T04:21:35,3.5.0,2014-08-04,2,3.4.4|3.4.6,3.4.4,2012-09-23,3.4.4,2012-09-23
ZOOKEEPER,12609708,ZOOKEEPER-1551,2012-10-01T00:57:32,2013-10-08T16:34:35,3.5.0,2014-08-04,2,3.4.3|3.4.6,3.4.4,2012-09-23,3.4.3,2012-02-13
ZOOKEEPER,12609272,ZOOKEEPER-1550,2012-09-26T16:32:37,2012-09-28T17:06:59,3.4.5,2012-11-18,1,3.4.4,3.4.4,2012-09-23,3.4.4,2012-09-23
ZOOKEEPER,12606688,ZOOKEEPER-1548,2012-09-07T21:51:48,2013-08-29T14:22:03,3.4.6,2014-03-10,1,3.4.3,3.3.6,2012-08-02,3.4.3,2012-02-13
ZOOKEEPER,12604306,ZOOKEEPER-1538,2012-08-22T00:00:11,2012-09-07T06:23:20,3.5.0,2014-08-04,1,3.4.3,3.3.6,2012-08-02,3.4.3,2012-02-13
ZOOKEEPER,12603682,ZOOKEEPER-1536,2012-08-16T03:13:13,2012-08-30T20:38:28,3.5.0,2014-08-04,2,3.4.3|3.4.4,3.3.6,2012-08-02,3.4.3,2012-02-13
ZOOKEEPER,12602698,ZOOKEEPER-1531,2012-08-09T23:13:19,2013-09-03T06:53:56,3.5.0,2014-08-04,6,3.4.3|3.3.5|3.3.6|3.4.4|3.4.5|3.4.6,3.3.6,2012-08-02,3.4.3,2012-02-13
ZOOKEEPER,12599561,ZOOKEEPER-1514,2012-07-20T00:52:33,2012-08-02T22:29:52,3.5.0,2014-08-04,2,3.3.4|3.4.4,3.3.5,2012-03-20,3.3.4,2011-11-26
ZOOKEEPER,12599557,ZOOKEEPER-1513,2012-07-20T00:38:33,2012-12-12T06:52:29,3.5.0,2014-08-04,2,3.3.4|3.4.6,3.3.5,2012-03-20,3.3.4,2011-11-26
ZOOKEEPER,12597491,ZOOKEEPER-1501,2012-07-04T17:14:54,2012-09-07T06:30:53,3.5.0,2014-08-04,2,3.4.3|3.4.4,3.3.5,2012-03-20,3.4.3,2012-02-13
ZOOKEEPER,12596235,ZOOKEEPER-1496,2012-06-28T10:24:35,2012-09-17T07:58:01,3.5.0,2014-08-04,2,3.4.3|3.4.4,3.3.5,2012-03-20,3.4.3,2012-02-13
ZOOKEEPER,12596218,ZOOKEEPER-1495,2012-06-28T07:51:03,2013-01-25T01:37:19,3.5.0,2014-08-04,3,3.4.2|3.3.5|3.4.6,3.3.5,2012-03-20,3.4.2,2011-12-29
ZOOKEEPER,12595623,ZOOKEEPER-1494,2012-06-22T19:56:13,2012-09-10T07:04:28,3.5.0,2014-08-04,3,3.4.2|3.3.5|3.4.4,3.3.5,2012-03-20,3.4.2,2011-12-29
ZOOKEEPER,12595339,ZOOKEEPER-1493,2012-06-20T20:47:58,2012-07-29T05:35:34,3.5.0,2014-08-04,4,3.4.3|3.3.5|3.3.6|3.4.4,3.3.5,2012-03-20,3.4.3,2012-02-13
ZOOKEEPER,12594918,ZOOKEEPER-1489,2012-06-18T09:09:37,2012-07-17T21:29:26,3.5.0,2014-08-04,4,3.4.3|3.3.5|3.3.6|3.4.4,3.3.5,2012-03-20,3.4.3,2012-02-13
ZOOKEEPER,12560240,ZOOKEEPER-1483,2012-06-11T21:09:01,2012-09-14T07:34:45,3.5.0,2014-08-04,2,3.4.3|3.4.4,3.3.5,2012-03-20,3.4.3,2012-02-13
ZOOKEEPER,12559070,ZOOKEEPER-1478,2012-06-03T03:03:39,2012-12-13T07:19:27,3.5.0,2014-08-04,2,3.4.3|3.4.6,3.3.5,2012-03-20,3.4.3,2012-02-13
ZOOKEEPER,12558607,ZOOKEEPER-1474,2012-05-30T14:31:15,2012-11-28T07:46:11,3.5.0,2014-08-04,5,3.4.0|3.4.3|3.4.4|3.4.5|3.4.6,3.3.5,2012-03-20,3.4.0,2011-11-22
ZOOKEEPER,12556625,ZOOKEEPER-1471,2012-05-21T01:10:35,2012-06-30T06:44:42,3.5.0,2014-08-04,2,3.4.3|3.4.4,3.3.5,2012-03-20,3.4.3,2012-02-13
ZOOKEEPER,12554690,ZOOKEEPER-1465,2012-05-10T14:47:11,2012-07-05T16:50:09,3.5.0,2014-08-04,2,3.4.3|3.4.4,3.3.5,2012-03-20,3.4.3,2012-02-13
ZOOKEEPER,12554242,ZOOKEEPER-1463,2012-05-07T21:52:51,2012-05-11T05:26:49,3.5.0,2014-08-04,3,3.4.3|3.3.5|3.4.4,3.3.5,2012-03-20,3.4.3,2012-02-13
ZOOKEEPER,12553696,ZOOKEEPER-1462,2012-05-03T01:37:48,2013-10-02T22:42:16,3.4.6,2014-03-10,1,3.4.3,3.3.5,2012-03-20,3.4.3,2012-02-13
ZOOKEEPER,12551652,ZOOKEEPER-1451,2012-04-19T18:04:57,2012-04-25T20:29:44,3.5.0,2014-08-04,1,3.4.3,3.3.5,2012-03-20,3.4.3,2012-02-13
ZOOKEEPER,12551259,ZOOKEEPER-1448,2012-04-17T16:15:40,2013-09-05T21:50:44,3.5.0,2014-08-04,2,3.3.5|3.4.6,3.3.5,2012-03-20,3.3.5,2012-03-20
ZOOKEEPER,12549021,ZOOKEEPER-1440,2012-04-01T20:28:39,2014-03-12T21:45:35,3.5.0,2014-08-04,1,3.4.3,3.3.5,2012-03-20,3.4.3,2012-02-13
ZOOKEEPER,12548989,ZOOKEEPER-1439,2012-04-01T08:15:53,2012-04-26T10:59:52,3.5.0,2014-08-04,2,3.4.3|3.3.5,3.3.5,2012-03-20,3.4.3,2012-02-13
ZOOKEEPER,12548598,ZOOKEEPER-1437,2012-03-29T02:09:53,2012-09-09T18:24:53,3.5.0,2014-08-04,2,3.4.3|3.4.4,3.3.5,2012-03-20,3.4.3,2012-02-13
ZOOKEEPER,12547757,ZOOKEEPER-1431,2012-03-23T07:11:07,2012-06-19T00:24:24,3.5.0,2014-08-04,3,3.4.3|3.3.6|3.4.4,3.3.5,2012-03-20,3.4.3,2012-02-13
ZOOKEEPER,12547093,ZOOKEEPER-1427,2012-03-19T21:25:48,2012-07-17T21:22:22,3.5.0,2014-08-04,2,3.4.3|3.4.4,3.4.3,2012-02-13,3.4.3,2012-02-13
ZOOKEEPER,12546618,ZOOKEEPER-1417,2012-03-15T17:05:23,2013-06-06T16:54:19,3.5.0,2014-08-04,1,3.4.0,3.4.3,2012-02-13,3.4.0,2011-11-22
ZOOKEEPER,12546069,ZOOKEEPER-1412,2012-03-12T09:13:24,2012-03-15T17:06:13,3.5.0,2014-08-04,8,3.3.3|3.4.0|3.3.4|3.4.1|3.4.2|3.4.3|3.3.5|3.4.4,3.4.3,2012-02-13,3.3.3,2011-02-27
ZOOKEEPER,12545302,ZOOKEEPER-1406,2012-03-06T09:14:03,2012-03-18T06:50:37,3.5.0,2014-08-04,2,3.4.3|3.4.4,3.4.3,2012-02-13,3.4.3,2012-02-13
ZOOKEEPER,12544916,ZOOKEEPER-1403,2012-03-02T11:12:37,2012-03-18T07:04:09,3.5.0,2014-08-04,4,3.3.4|3.4.3|3.3.6|3.4.4,3.4.3,2012-02-13,3.3.4,2011-11-26
ZOOKEEPER,12543551,ZOOKEEPER-1395,2012-02-21T20:01:48,2012-03-30T22:31:56,3.5.0,2014-08-04,3,3.3.4|3.3.6|3.4.4,3.4.3,2012-02-13,3.3.4,2011-11-26
ZOOKEEPER,12542342,ZOOKEEPER-1391,2012-02-13T01:41:08,2012-04-26T08:47:45,3.5.0,2014-08-04,1,3.4.2,3.4.3,2012-02-13,3.4.2,2011-12-29
ZOOKEEPER,12541563,ZOOKEEPER-1388,2012-02-07T05:17:29,2013-12-17T16:57:54,3.5.0,2014-08-04,2,3.4.0|3.4.6,3.4.2,2011-12-29,3.4.0,2011-11-22
ZOOKEEPER,12541374,ZOOKEEPER-1387,2012-02-06T05:57:41,2012-12-13T08:00:50,3.5.0,2014-08-04,2,3.4.2|3.4.6,3.4.2,2011-12-29,3.4.2,2011-12-29
ZOOKEEPER,12540662,ZOOKEEPER-1384,2012-02-01T00:51:33,2012-03-19T06:17:06,3.5.0,2014-08-04,2,3.4.2|3.4.4,3.4.2,2011-12-29,3.4.2,2011-12-29
ZOOKEEPER,12540397,ZOOKEEPER-1380,2012-01-30T17:14:17,2012-09-07T06:15:48,3.5.0,2014-08-04,6,3.3.3|3.4.0|3.3.4|3.4.1|3.4.2|3.4.4,3.4.2,2011-12-29,3.3.3,2011-02-27
ZOOKEEPER,12540327,ZOOKEEPER-1379,2012-01-30T08:43:50,2013-09-02T21:05:28,3.5.0,2014-08-04,2,3.4.0|3.4.6,3.4.2,2011-12-29,3.4.0,2011-11-22
ZOOKEEPER,12539987,ZOOKEEPER-1376,2012-01-27T01:39:03,2012-09-21T23:05:36,3.4.5,2012-11-18,2,3.3.3|3.3.4,3.4.2,2011-12-29,3.3.3,2011-02-27
ZOOKEEPER,12539622,ZOOKEEPER-1374,2012-01-24T15:22:47,2012-02-06T09:54:52,3.5.0,2014-08-04,2,3.3.4|3.4.3,3.4.2,2011-12-29,3.3.4,2011-11-26
ZOOKEEPER,12539563,ZOOKEEPER-1373,2012-01-24T03:40:05,2012-02-06T08:37:03,3.5.0,2014-08-04,2,3.4.2|3.4.3,3.4.2,2011-12-29,3.4.2,2011-12-29
ZOOKEEPER,12539546,ZOOKEEPER-1370,2012-01-24T00:28:23,2012-02-06T10:29:36,3.4.3,2012-02-13,2,3.4.1|3.4.2,3.4.2,2011-12-29,3.4.1,2011-12-16
ZOOKEEPER,12539194,ZOOKEEPER-1367,2012-01-20T18:48:01,2012-01-31T06:56:13,3.5.0,2014-08-04,3,3.4.2|3.4.3|3.3.5,3.4.2,2011-12-29,3.4.2,2011-12-29
ZOOKEEPER,12538340,ZOOKEEPER-1361,2012-01-13T17:43:38,2012-09-17T05:04:15,3.5.0,2014-08-04,2,3.4.2|3.4.4,3.4.2,2011-12-29,3.4.2,2011-12-29
ZOOKEEPER,12537850,ZOOKEEPER-1358,2012-01-10T01:46:31,2012-01-16T02:20:47,3.5.0,2014-08-04,10,3.4.0|3.3.4|3.4.1|3.4.2|3.4.3|3.3.5|3.3.6|3.4.4|3.4.5|3.4.6,3.4.2,2011-12-29,3.4.0,2011-11-22
ZOOKEEPER,12537617,ZOOKEEPER-1354,2012-01-07T01:10:24,2012-03-02T03:05:38,3.5.0,2014-08-04,2,3.4.0|3.4.4,3.4.2,2011-12-29,3.4.0,2011-11-22
ZOOKEEPER,12537601,ZOOKEEPER-1353,2012-01-06T21:42:50,2012-02-06T08:00:08,3.5.0,2014-08-04,3,3.3.4|3.4.3|3.3.5,3.4.2,2011-12-29,3.3.4,2011-11-26
ZOOKEEPER,12537386,ZOOKEEPER-1352,2012-01-05T19:12:19,2012-02-06T08:52:20,3.5.0,2014-08-04,3,3.3.4|3.4.3|3.3.5,3.4.2,2011-12-29,3.3.4,2011-11-26
ZOOKEEPER,12537256,ZOOKEEPER-1351,2012-01-04T22:55:46,2012-01-16T02:35:27,3.5.0,2014-08-04,2,3.4.0|3.4.3,3.4.2,2011-12-29,3.4.0,2011-11-22
ZOOKEEPER,12536716,ZOOKEEPER-1348,2011-12-31T02:58:03,2012-02-06T08:20:35,3.4.3,2012-02-13,1,3.4.2,3.4.2,2011-12-29,3.4.2,2011-12-29
ZOOKEEPER,12536376,ZOOKEEPER-1344,2011-12-26T13:36:28,2012-03-17T00:32:59,3.5.0,2014-08-04,2,3.4.0|3.4.4,3.4.1,2011-12-16,3.4.0,2011-11-22
ZOOKEEPER,12536279,ZOOKEEPER-1343,2011-12-23T12:44:25,2012-01-04T00:28:18,3.5.0,2014-08-04,2,3.4.0|3.4.3,3.4.1,2011-12-16,3.4.0,2011-11-22
ZOOKEEPER,12536183,ZOOKEEPER-1340,2011-12-22T18:03:07,2012-02-06T09:50:06,3.5.0,2014-08-04,2,3.4.0|3.4.3,3.4.1,2011-12-16,3.4.0,2011-11-22
ZOOKEEPER,12536141,ZOOKEEPER-1339,2011-12-22T10:00:55,2012-05-08T16:39:25,3.5.0,2014-08-04,3,3.4.1|3.3.6|3.4.4,3.4.1,2011-12-16,3.4.1,2011-12-16
ZOOKEEPER,12536106,ZOOKEEPER-1338,2011-12-22T00:30:25,2012-02-06T10:16:09,3.5.0,2014-08-04,2,3.4.0|3.4.3,3.4.1,2011-12-16,3.4.0,2011-11-22
ZOOKEEPER,12536099,ZOOKEEPER-1336,2011-12-21T23:24:38,2012-02-06T08:58,3.5.0,2014-08-04,2,3.4.1|3.4.3,3.4.1,2011-12-16,3.4.1,2011-12-16
ZOOKEEPER,12535866,ZOOKEEPER-1334,2011-12-20T16:31:37,2012-12-19T08:05:11,3.5.0,2014-08-04,2,3.4.0|3.4.6,3.4.1,2011-12-16,3.4.0,2011-11-22
ZOOKEEPER,12535772,ZOOKEEPER-1333,2011-12-20T01:24:33,2011-12-21T20:40:04,3.5.0,2014-08-04,2,3.4.0|3.4.2,3.4.1,2011-12-16,3.4.0,2011-11-22
ZOOKEEPER,12535659,ZOOKEEPER-1331,2011-12-19T07:10:54,2011-12-28T00:39:41,3.5.0,2014-08-04,1,3.2.2,3.4.1,2011-12-16,3.2.2,2009-12-14
ZOOKEEPER,12534419,ZOOKEEPER-1323,2011-12-09T01:28:16,2011-12-14T23:19:38,3.5.0,2014-08-04,2,3.4.0|3.4.2,3.3.4,2011-11-26,3.4.0,2011-11-22
ZOOKEEPER,12533982,ZOOKEEPER-1319,2011-12-06T03:06:10,2011-12-09T19:09:12,3.5.0,2014-08-04,2,3.4.0|3.4.1,3.3.4,2011-11-26,3.4.0,2011-11-22
ZOOKEEPER,12533800,ZOOKEEPER-1318,2011-12-04T19:06:03,2012-05-10T01:54:51,3.5.0,2014-08-04,3,3.3.3|3.3.6|3.4.4,3.3.4,2011-11-26,3.3.3,2011-02-27
ZOOKEEPER,12533782,ZOOKEEPER-1317,2011-12-04T13:48:10,2011-12-09T18:37:50,3.5.0,2014-08-04,3,3.3.3|3.4.0|3.4.1,3.3.4,2011-11-26,3.3.3,2011-02-27
ZOOKEEPER,12533781,ZOOKEEPER-1316,2011-12-04T13:34:33,2011-12-08T22:30:51,3.5.0,2014-08-04,3,3.3.3|3.4.0|3.4.1,3.3.4,2011-11-26,3.3.3,2011-02-27
ZOOKEEPER,12533776,ZOOKEEPER-1315,2011-12-04T10:31:17,2011-12-09T00:21:55,3.5.0,2014-08-04,3,3.4.0|3.3.4|3.4.1,3.3.4,2011-11-26,3.4.0,2011-11-22
ZOOKEEPER,12533322,ZOOKEEPER-1311,2011-11-30T18:04:06,2011-12-01T07:14:23,3.5.0,2014-08-04,2,3.4.0|3.4.1,3.3.4,2011-11-26,3.4.0,2011-11-22
ZOOKEEPER,12533050,ZOOKEEPER-1309,2011-11-29T02:03:52,2012-02-27T00:32:13,3.3.5,2012-03-20,1,3.3.4,3.3.4,2011-11-26,3.3.4,2011-11-26
ZOOKEEPER,12531976,ZOOKEEPER-1305,2011-11-18T18:23:33,2011-12-08T22:03:58,3.5.0,2014-08-04,3,3.3.3|3.4.1|3.3.6,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12530842,ZOOKEEPER-1294,2011-11-09T09:54:27,2012-01-14T00:08:54,3.5.0,2014-08-04,16,3.1.2|3.2.2|3.3.0|3.3.1|3.3.2|3.3.3|3.4.0|3.3.4|3.4.1|3.4.2|3.4.3|3.3.5|3.3.6|3.4.4|3.4.5|3.4.6,3.3.3,2011-02-27,3.1.2,2009-12-14
ZOOKEEPER,12529995,ZOOKEEPER-1283,2011-11-03T05:35:25,2011-11-15T18:10:25,3.3.4,2011-11-26,1,3.3.3,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12529896,ZOOKEEPER-1277,2011-11-02T16:46:01,2012-03-15T16:55:14,3.5.0,2014-08-04,3,3.3.3|3.3.5|3.4.4,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12529419,ZOOKEEPER-1273,2011-10-30T18:33:08,2011-10-31T20:06:15,3.5.0,2014-08-04,16,3.1.2|3.2.2|3.3.0|3.3.1|3.3.2|3.3.3|3.4.0|3.3.4|3.4.1|3.4.2|3.4.3|3.3.5|3.3.6|3.4.4|3.4.5|3.4.6,3.3.3,2011-02-27,3.1.2,2009-12-14
ZOOKEEPER,12529148,ZOOKEEPER-1262,2011-10-27T21:46:26,2011-12-28T21:18:40,3.5.0,2014-08-04,1,3.3.3,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12528418,ZOOKEEPER-1241,2011-10-23T15:10:38,2011-10-24T08:01:32,3.5.0,2014-08-04,1,3.3.3,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12526976,ZOOKEEPER-1224,2011-10-13T04:54:14,2011-10-18T08:09:58,3.5.0,2014-08-04,1,3.3.0,3.3.3,2011-02-27,3.3.0,2010-03-25
ZOOKEEPER,12526825,ZOOKEEPER-1220,2011-10-12T10:47:43,2011-12-14T22:59:01,3.5.0,2014-08-04,1,3.3.3,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12525784,ZOOKEEPER-1214,2011-10-05T09:56:36,2014-05-18T03:49:28,3.5.0,2014-08-04,16,3.1.2|3.2.2|3.3.0|3.3.1|3.3.2|3.3.3|3.4.0|3.3.4|3.4.1|3.4.2|3.4.3|3.3.5|3.3.6|3.4.4|3.4.5|3.4.6,3.3.3,2011-02-27,3.1.2,2009-12-14
ZOOKEEPER,12525006,ZOOKEEPER-1208,2011-09-28T04:35:47,2011-11-14T19:34:12,3.5.0,2014-08-04,3,3.3.3|3.4.0|3.3.4,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12524962,ZOOKEEPER-1207,2011-09-27T20:04:12,2014-04-25T19:28:24,3.5.0,2014-08-04,16,3.1.2|3.2.2|3.3.0|3.3.1|3.3.2|3.3.3|3.4.0|3.3.4|3.4.1|3.4.2|3.4.3|3.3.5|3.3.6|3.4.4|3.4.5|3.4.6,3.3.3,2011-02-27,3.1.2,2009-12-14
ZOOKEEPER,12524930,ZOOKEEPER-1206,2011-09-27T16:26:16,2011-09-29T21:36:43,3.5.0,2014-08-04,3,3.3.3|3.4.0|3.3.4,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12523872,ZOOKEEPER-1197,2011-09-21T14:37:39,2014-05-15T22:00:05,3.5.0,2014-08-04,2,3.3.3|3.4.0,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12523338,ZOOKEEPER-1189,2011-09-16T14:29:05,2011-09-27T01:11:20,3.5.0,2014-08-04,3,3.3.3|3.4.0|3.3.4,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12522301,ZOOKEEPER-1174,2011-09-08T18:47:42,2011-09-30T22:02:40,3.5.0,2014-08-04,3,3.3.3|3.4.0|3.3.4,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12520132,ZOOKEEPER-1163,2011-08-25T17:47:50,2012-06-25T18:09:01,3.5.0,2014-08-04,3,3.3.3|3.3.6|3.4.4,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12515429,ZOOKEEPER-1136,2011-07-26T16:58:51,2011-09-14T06:59:35,3.4.0,2011-11-22,2,3.3.2|3.3.3,3.3.3,2011-02-27,3.3.2,2010-11-11
ZOOKEEPER,12513982,ZOOKEEPER-1125,2011-07-13T20:33:23,2014-05-15T22:53:23,3.5.0,2014-08-04,16,3.1.2|3.2.2|3.3.0|3.3.1|3.3.2|3.3.3|3.4.0|3.3.4|3.4.1|3.4.2|3.4.3|3.3.5|3.3.6|3.4.4|3.4.5|3.4.6,3.3.3,2011-02-27,3.1.2,2009-12-14
ZOOKEEPER,12513120,ZOOKEEPER-1119,2011-07-07T10:33:08,2011-07-25T22:22:04,3.4.0,2011-11-22,1,3.3.3,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12512295,ZOOKEEPER-1111,2011-06-30T08:51,2011-07-19T21:39:23,3.4.0,2011-11-22,2,3.3.2|3.3.3,3.3.3,2011-02-27,3.3.2,2010-11-11
ZOOKEEPER,12511435,ZOOKEEPER-1109,2011-06-24T04:48:18,2011-07-25T21:01:11,3.4.0,2011-11-22,4,3.3.0|3.3.1|3.3.2|3.3.3,3.3.3,2011-02-27,3.3.0,2010-03-25
ZOOKEEPER,12511408,ZOOKEEPER-1108,2011-06-23T21:02:34,2011-09-09T02:27:39,3.4.0,2011-11-22,1,3.3.3,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12511111,ZOOKEEPER-1101,2011-06-21T17:15:16,2011-08-01T18:31:57,3.4.0,2011-11-22,2,3.3.2|3.3.3,3.3.3,2011-02-27,3.3.2,2010-11-11
ZOOKEEPER,12511062,ZOOKEEPER-1100,2011-06-21T09:24:18,2011-12-26T15:56:09,3.5.0,2014-08-04,1,3.3.3,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12509786,ZOOKEEPER-1091,2011-06-10T03:21:23,2011-10-16T18:21:22,3.4.0,2011-11-22,1,3.3.3,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12509718,ZOOKEEPER-1090,2011-06-09T14:24:06,2011-07-28T05:50:38,3.4.0,2011-11-22,1,3.3.3,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12508939,ZOOKEEPER-1086,2011-06-01T10:52:19,2011-10-19T06:56:15,3.4.0,2011-11-22,2,3.3.2|3.3.3,3.3.3,2011-02-27,3.3.2,2010-11-11
ZOOKEEPER,12508845,ZOOKEEPER-1083,2011-05-31T16:23:44,2011-06-13T17:25:19,3.4.0,2011-11-22,2,3.3.2|3.3.3,3.3.3,2011-02-27,3.3.2,2010-11-11
