projectKey,idTicket,ticketKey,creationDateTicket,resolutionDateTicket,fixVersion,fixVersionReleaseDate,affectedVersionsCount,affectedVersions,openingVersion,openingVersionReleaseDate,injectionVersion,injectionVersionReleaseDate
ZOOKEEPER,12508118,ZOOKEEPER-1068,2011-05-23T23:08:12,2011-06-21T17:24:41,3.4.0,2011-11-22,2,3.3.2|3.3.3,3.3.3,2011-02-27,3.3.2,2010-11-11
ZOOKEEPER,12507535,ZOOKEEPER-1063,2011-05-17T21:34:09,2011-07-15T04:11:22,3.4.0,2011-11-22,2,3.3.2|3.3.3,3.3.3,2011-02-27,3.3.2,2010-11-11
ZOOKEEPER,12506765,ZOOKEEPER-1061,2011-05-10T20:38:36,2011-05-16T17:12:48,3.4.0,2011-11-22,1,3.3.2,3.3.3,2011-02-27,3.3.2,2010-11-11
ZOOKEEPER,12506158,ZOOKEEPER-1059,2011-05-04T10:50:42,2011-05-16T17:39:15,3.4.0,2011-11-22,2,3.3.2|3.3.3,3.3.3,2011-02-27,3.3.2,2010-11-11
ZOOKEEPER,12506122,ZOOKEEPER-1058,2011-05-04T00:34:45,2011-05-20T21:42:53,3.4.0,2011-11-22,2,3.3.2|3.3.3,3.3.3,2011-02-27,3.3.2,2010-11-11
ZOOKEEPER,12506002,ZOOKEEPER-1057,2011-05-03T01:16:21,2014-01-09T21:04:23,3.5.0,2014-08-04,4,3.3.1|3.3.2|3.3.3|3.4.6,3.3.3,2011-02-27,3.3.1,2010-05-17
ZOOKEEPER,12505075,ZOOKEEPER-1052,2011-04-24T13:45:34,2011-05-03T17:58:31,3.4.0,2011-11-22,1,3.3.2,3.3.3,2011-02-27,3.3.2,2010-11-11
ZOOKEEPER,12504838,ZOOKEEPER-1050,2011-04-21T00:46:22,2012-01-06T01:23:56,3.5.0,2014-08-04,1,3.3.2,3.3.3,2011-02-27,3.3.2,2010-11-11
ZOOKEEPER,12504153,ZOOKEEPER-1048,2011-04-13T09:40:32,2012-05-06T03:47:44,3.5.0,2014-08-04,3,3.3.1|3.3.6|3.4.4,3.3.3,2011-02-27,3.3.1,2010-05-17
ZOOKEEPER,12502521,ZOOKEEPER-1034,2011-03-27T20:45:50,2011-08-15T01:41:13,3.4.0,2011-11-22,1,3.3.3,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12502520,ZOOKEEPER-1033,2011-03-27T20:40:09,2011-05-04T06:03,3.4.0,2011-11-22,1,3.3.3,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12502320,ZOOKEEPER-1028,2011-03-24T20:26:04,2011-04-06T20:22:12,3.4.0,2011-11-22,1,3.3.3,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12502255,ZOOKEEPER-1027,2011-03-24T05:06:47,2011-07-25T17:45:31,3.4.0,2011-11-22,1,3.3.3,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12501192,ZOOKEEPER-1013,2011-03-11T20:28:02,2011-03-15T18:39:07,3.4.0,2011-11-22,2,3.3.2|3.3.3,3.3.3,2011-02-27,3.3.2,2010-11-11
ZOOKEEPER,12500477,ZOOKEEPER-1007,2011-03-04T21:42:58,2011-03-15T20:42:44,3.4.0,2011-11-22,1,3.3.3,3.3.3,2011-02-27,3.3.3,2011-02-27
ZOOKEEPER,12498934,ZOOKEEPER-994,2011-02-17T19:38:49,2011-02-27T07:11:39,3.4.0,2011-11-22,1,3.3.2,3.3.2,2010-11-11,3.3.2,2010-11-11
ZOOKEEPER,12498355,ZOOKEEPER-986,2011-02-11T12:04:23,2014-05-19T21:42:43,3.5.0,2014-08-04,1,3.3.2,3.3.2,2010-11-11,3.3.2,2010-11-11
ZOOKEEPER,12497882,ZOOKEEPER-984,2011-02-07T18:34:32,2013-12-24T10:39:36,3.5.0,2014-08-04,1,3.3.2,3.3.2,2010-11-11,3.3.2,2010-11-11
ZOOKEEPER,12497537,ZOOKEEPER-983,2011-02-03T05:21:01,2011-02-27T06:57:03,3.4.0,2011-11-22,1,3.3.2,3.3.2,2010-11-11,3.3.2,2010-11-11
ZOOKEEPER,12497441,ZOOKEEPER-982,2011-02-02T09:52:58,2011-12-12T17:47:55,3.5.0,2014-08-04,1,3.3.1,3.3.2,2010-11-11,3.3.1,2010-05-17
ZOOKEEPER,12497380,ZOOKEEPER-981,2011-02-01T20:23:01,2011-09-14T04:10:37,3.4.0,2011-11-22,1,3.3.2,3.3.2,2010-11-11,3.3.2,2010-11-11
ZOOKEEPER,12496150,ZOOKEEPER-978,2011-01-20T17:04:40,2014-05-18T02:33,3.5.0,2014-08-04,2,3.3.2|3.4.6,3.3.2,2010-11-11,3.3.2,2010-11-11
ZOOKEEPER,12495845,ZOOKEEPER-976,2011-01-18T01:36:16,2011-02-27T07:02:15,3.4.0,2011-11-22,1,3.3.2,3.3.2,2010-11-11,3.3.2,2010-11-11
ZOOKEEPER,12495589,ZOOKEEPER-975,2011-01-14T12:29:33,2011-04-29T16:13:46,3.4.0,2011-11-22,1,3.3.2,3.3.2,2010-11-11,3.3.2,2010-11-11
ZOOKEEPER,12494681,ZOOKEEPER-973,2011-01-05T06:47:52,2012-01-23T20:35:07,3.5.0,2014-08-04,3,3.3.2|3.4.3|3.3.5,3.3.2,2010-11-11,3.3.2,2010-11-11
ZOOKEEPER,12493781,ZOOKEEPER-962,2010-12-21T18:42:59,2011-01-23T05:31:02,3.4.0,2011-11-22,2,3.3.2|3.3.3,3.3.2,2010-11-11,3.3.2,2010-11-11
ZOOKEEPER,12493091,ZOOKEEPER-957,2010-12-13T17:09:05,2010-12-15T03:17:40,3.4.0,2011-11-22,2,3.3.2|3.3.3,3.3.2,2010-11-11,3.3.2,2010-11-11
ZOOKEEPER,12480456,ZOOKEEPER-937,2010-11-19T22:12:26,2010-12-07T19:02:17,3.4.0,2011-11-22,3,3.3.0|3.3.1|3.3.2,3.3.2,2010-11-11,3.3.0,2010-03-25
ZOOKEEPER,12479098,ZOOKEEPER-919,2010-11-04T13:43:21,2011-11-19T01:11:55,3.4.0,2011-11-22,2,3.3.1|3.3.3,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12478305,ZOOKEEPER-913,2010-10-26T06:50:16,2011-01-27T07:45:24,3.4.0,2011-11-22,2,3.3.1|3.3.3,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12477893,ZOOKEEPER-907,2010-10-20T18:27:19,2010-11-04T16:29:28,3.4.0,2011-11-22,2,3.3.1|3.3.2,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12477777,ZOOKEEPER-904,2010-10-19T20:44:01,2010-10-26T22:31:11,3.4.0,2011-11-22,2,3.3.1|3.3.2,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12476980,ZOOKEEPER-893,2010-10-11T07:15:55,2010-10-19T22:38:09,3.4.0,2011-11-22,2,3.3.1|3.3.2,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12476669,ZOOKEEPER-888,2010-10-06T13:26:52,2010-10-19T19:02:22,3.4.0,2011-11-22,3,3.3.1|3.3.2|3.3.3,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12475587,ZOOKEEPER-884,2010-10-01T09:11:25,2010-11-05T05:18:45,3.4.0,2011-11-22,1,3.3.1,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12474807,ZOOKEEPER-877,2010-09-22T10:44:09,2013-10-08T06:46:53,3.5.0,2014-08-04,2,3.3.1|3.4.6,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12474397,ZOOKEEPER-874,2010-09-17T16:01:03,2011-04-13T16:10:24,3.4.0,2011-11-22,1,3.3.1,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12474130,ZOOKEEPER-870,2010-09-14T22:16:29,2010-09-15T05:57:29,3.4.0,2011-11-22,5,3.2.2|3.3.0|3.3.1|3.3.2|3.3.3,3.3.1,2010-05-17,3.2.2,2009-12-14
ZOOKEEPER,12473165,ZOOKEEPER-861,2010-09-02T17:40:49,2010-09-07T18:29:25,3.4.0,2011-11-22,5,3.2.2|3.3.0|3.3.1|3.3.2|3.3.3,3.3.1,2010-05-17,3.2.2,2009-12-14
ZOOKEEPER,12472604,ZOOKEEPER-855,2010-08-26T14:49:18,2010-10-18T21:56:47,3.4.0,2011-11-22,3,3.3.0|3.3.1|3.3.2,3.3.1,2010-05-17,3.3.0,2010-03-25
ZOOKEEPER,12472035,ZOOKEEPER-854,2010-08-19T20:04:45,2010-08-28T16:11:43,3.4.0,2011-11-22,1,3.3.1,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12471442,ZOOKEEPER-846,2010-08-12T17:19:53,2010-09-22T06:39,3.4.0,2011-11-22,2,3.2.2|3.3.2,3.3.1,2010-05-17,3.2.2,2009-12-14
ZOOKEEPER,12471434,ZOOKEEPER-844,2010-08-12T16:05:02,2010-10-06T16:19:27,3.4.0,2011-11-22,2,3.3.1|3.3.2,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12470839,ZOOKEEPER-831,2010-08-04T21:25:16,2010-09-17T16:59:19,3.4.0,2011-11-22,1,3.3.1,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12469627,ZOOKEEPER-822,2010-07-19T15:51:01,2010-10-06T17:03:01,3.4.0,2011-11-22,2,3.3.0|3.3.2,3.3.1,2010-05-17,3.3.0,2010-03-25
ZOOKEEPER,12469466,ZOOKEEPER-820,2010-07-16T16:00:32,2010-10-20T18:46:25,3.4.0,2011-11-22,2,3.3.1|3.3.2,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12469226,ZOOKEEPER-814,2010-07-14T06:59:31,2010-07-26T22:01:02,3.4.0,2011-11-22,5,3.2.2|3.3.0|3.3.1|3.3.2|3.3.3,3.3.1,2010-05-17,3.2.2,2009-12-14
ZOOKEEPER,12469029,ZOOKEEPER-813,2010-07-12T07:14:10,2010-07-12T22:49:14,3.4.0,2011-11-22,2,3.3.1|3.3.2,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12468677,ZOOKEEPER-805,2010-07-06T23:48:42,2014-04-30T20:19:56,3.4.6,2014-03-10,2,3.3.1|3.4.0,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12468212,ZOOKEEPER-800,2010-06-29T23:26:03,2010-10-21T22:52:01,3.4.0,2011-11-22,2,3.3.1|3.3.2,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12468097,ZOOKEEPER-796,2010-06-28T22:02:04,2010-07-06T21:51:48,3.4.0,2011-11-22,5,3.2.2|3.3.0|3.3.1|3.3.2|3.3.3,3.3.1,2010-05-17,3.2.2,2009-12-14
ZOOKEEPER,12468037,ZOOKEEPER-795,2010-06-28T10:12:26,2010-08-17T20:05:18,3.4.0,2011-11-22,2,3.3.1|3.3.2,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12467962,ZOOKEEPER-794,2010-06-26T02:47:15,2010-10-21T00:47:39,3.4.0,2011-11-22,2,3.3.1|3.3.2,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12467836,ZOOKEEPER-792,2010-06-24T21:36:54,2010-08-23T02:59:54,3.4.0,2011-11-22,2,3.3.1|3.3.2,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12467595,ZOOKEEPER-790,2010-06-22T16:47:56,2010-07-29T21:11:57,3.4.0,2011-11-22,2,3.3.1|3.3.2,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12466668,ZOOKEEPER-787,2010-06-10T16:46:55,2010-09-15T15:39:19,3.4.0,2011-11-22,2,3.3.1|3.3.2,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12466224,ZOOKEEPER-786,2010-06-04T21:25:32,2011-10-17T01:00:39,3.5.0,2014-08-04,1,3.3.1,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12466014,ZOOKEEPER-785,2010-06-02T22:51:50,2010-09-14T21:09:31,3.4.0,2011-11-22,2,3.3.1|3.3.2,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12465900,ZOOKEEPER-783,2010-06-01T19:22:43,2010-07-26T22:45:07,3.4.0,2011-11-22,2,3.3.1|3.3.2,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12465807,ZOOKEEPER-782,2010-05-31T20:47:30,2011-07-14T17:54:01,3.4.0,2011-11-22,1,3.3.1,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12465360,ZOOKEEPER-780,2010-05-25T10:22:11,2014-04-24T23:52:03,3.5.0,2014-08-04,1,3.3.1,3.3.1,2010-05-17,3.3.1,2010-05-17
ZOOKEEPER,12464391,ZOOKEEPER-774,2010-05-12T21:31:11,2010-05-14T23:32:45,3.4.0,2011-11-22,1,3.3.0,3.3.0,2010-03-25,3.3.0,2010-03-25
ZOOKEEPER,12463907,ZOOKEEPER-769,2010-05-06T18:01:46,2010-05-21T16:23:11,3.4.0,2011-11-22,1,3.3.0,3.3.0,2010-03-25,3.3.0,2010-03-25
ZOOKEEPER,12463663,ZOOKEEPER-763,2010-05-04T13:09:43,2010-05-05T22:02:10,3.4.0,2011-11-22,2,3.3.0|3.3.1,3.3.0,2010-03-25,3.3.0,2010-03-25
ZOOKEEPER,12462818,ZOOKEEPER-752,2010-04-22T20:36:01,2014-05-04T12:18:25,3.5.0,2014-08-04,1,3.3.0,3.3.0,2010-03-25,3.3.0,2010-03-25
ZOOKEEPER,12462787,ZOOKEEPER-750,2010-04-22T16:45:27,2010-04-29T02:26:35,3.4.0,2011-11-22,2,3.3.0|3.3.1,3.3.0,2010-03-25,3.3.0,2010-03-25
ZOOKEEPER,12462783,ZOOKEEPER-749,2010-04-22T16:21:07,2010-04-29T02:02:37,3.4.0,2011-11-22,2,3.3.0|3.3.1,3.3.0,2010-03-25,3.3.0,2010-03-25
ZOOKEEPER,12462196,ZOOKEEPER-742,2010-04-15T23:21:08,2010-04-22T06:44:05,3.4.0,2011-11-22,3,3.2.2|3.3.0|3.3.1,3.3.0,2010-03-25,3.2.2,2009-12-14
ZOOKEEPER,12462056,ZOOKEEPER-741,2010-04-14T17:12:17,2010-04-22T05:43:49,3.4.0,2011-11-22,2,3.3.0|3.3.1,3.3.0,2010-03-25,3.3.0,2010-03-25
ZOOKEEPER,12461728,ZOOKEEPER-738,2010-04-10T21:17:56,2010-04-26T18:58:09,3.4.0,2011-11-22,2,3.3.0|3.3.1,3.3.0,2010-03-25,3.3.0,2010-03-25
ZOOKEEPER,12461726,ZOOKEEPER-737,2010-04-10T21:13:23,2010-05-04T21:51:42,3.4.0,2011-11-22,2,3.3.0|3.3.1,3.3.0,2010-03-25,3.3.0,2010-03-25
ZOOKEEPER,12461314,ZOOKEEPER-734,2010-04-06T22:43:57,2010-04-26T20:02:17,3.4.0,2011-11-22,2,3.3.0|3.3.1,3.3.0,2010-03-25,3.3.0,2010-03-25
ZOOKEEPER,12460641,ZOOKEEPER-732,2010-03-29T22:48:45,2013-10-03T21:51:14,3.5.0,2014-08-04,2,3.3.0|3.4.6,3.3.0,2010-03-25,3.3.0,2010-03-25
ZOOKEEPER,12460402,ZOOKEEPER-731,2010-03-26T23:12:47,2011-09-06T14:12:50,3.4.0,2011-11-22,1,3.3.0,3.3.0,2010-03-25,3.3.0,2010-03-25
ZOOKEEPER,12459672,ZOOKEEPER-718,2010-03-19T16:09:05,2010-03-19T17:28:07,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12459507,ZOOKEEPER-710,2010-03-18T11:39:31,2010-03-19T17:19:38,3.3.0,2010-03-25,1,3.2.2,3.1.2,2009-12-14,3.2.2,2009-12-14
ZOOKEEPER,12459483,ZOOKEEPER-709,2010-03-18T05:57:45,2010-03-18T06:23:51,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12459481,ZOOKEEPER-708,2010-03-18T05:34:53,2010-03-18T06:48:51,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12459086,ZOOKEEPER-705,2010-03-14T20:44:28,2013-12-10T21:25:10,3.5.0,2014-08-04,1,3.2.2,3.1.2,2009-12-14,3.2.2,2009-12-14
ZOOKEEPER,12458983,ZOOKEEPER-698,2010-03-12T22:22:01,2010-03-13T00:07:28,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12458680,ZOOKEEPER-697,2010-03-10T16:20:35,2013-10-09T06:23:16,3.5.0,2014-08-04,22,3.0.0|3.0.1|3.1.0|3.1.1|3.2.0|3.2.1|3.1.2|3.2.2|3.3.0|3.3.1|3.3.2|3.3.3|3.4.0|3.3.4|3.4.1|3.4.2|3.4.3|3.3.5|3.3.6|3.4.4|3.4.5|3.4.6,3.1.2,2009-12-14,3.0.0,2008-10-27
ZOOKEEPER,12458616,ZOOKEEPER-696,2010-03-10T05:41:35,2010-03-11T03:17:29,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12458578,ZOOKEEPER-691,2010-03-09T20:40:59,2010-03-09T20:50:51,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12458489,ZOOKEEPER-690,2010-03-09T01:42:31,2011-07-16T17:49:55,3.4.0,2011-11-22,9,3.1.1|3.2.0|3.2.1|3.1.2|3.2.2|3.3.0|3.3.1|3.3.2|3.3.3,3.1.2,2009-12-14,3.1.1,2009-03-27
ZOOKEEPER,12458487,ZOOKEEPER-689,2010-03-09T01:23:12,2010-03-09T01:50:53,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12458264,ZOOKEEPER-688,2010-03-05T17:10:39,2010-03-05T22:03:17,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12458181,ZOOKEEPER-687,2010-03-04T22:12:23,2010-03-04T22:56:09,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12457960,ZOOKEEPER-684,2010-03-03T10:18:39,2010-03-10T01:28:19,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12457699,ZOOKEEPER-683,2010-03-01T07:04:20,2010-03-03T23:07:51,3.3.0,2010-03-25,1,3.2.2,3.1.2,2009-12-14,3.2.2,2009-12-14
ZOOKEEPER,12457414,ZOOKEEPER-682,2010-02-25T12:01:43,2010-03-04T01:29:04,3.3.0,2010-03-25,1,3.2.2,3.1.2,2009-12-14,3.2.2,2009-12-14
ZOOKEEPER,12457411,ZOOKEEPER-681,2010-02-25T11:25:07,2010-03-05T02:27:39,3.3.0,2010-03-25,1,3.2.2,3.1.2,2009-12-14,3.2.2,2009-12-14
ZOOKEEPER,12457054,ZOOKEEPER-677,2010-02-22T18:20:07,2010-03-10T16:34:04,3.3.0,2010-03-25,1,3.2.2,3.1.2,2009-12-14,3.2.2,2009-12-14
ZOOKEEPER,12456888,ZOOKEEPER-675,2010-02-20T14:32:41,2011-11-10T12:30:44,3.5.0,2014-08-04,22,3.0.0|3.0.1|3.1.0|3.1.1|3.2.0|3.2.1|3.1.2|3.2.2|3.3.0|3.3.1|3.3.2|3.3.3|3.4.0|3.3.4|3.4.1|3.4.2|3.4.3|3.3.5|3.3.6|3.4.4|3.4.5|3.4.6,3.1.2,2009-12-14,3.0.0,2008-10-27
ZOOKEEPER,12456466,ZOOKEEPER-673,2010-02-16T19:03:13,2010-02-19T02:08:25,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12456182,ZOOKEEPER-669,2010-02-12T20:46:04,2010-02-23T18:25:59,3.3.0,2010-03-25,2,3.1.2|3.2.2,3.1.2,2009-12-14,3.1.2,2009-12-14
ZOOKEEPER,12456134,ZOOKEEPER-668,2010-02-12T12:12:01,2010-02-19T02:43:07,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12456060,ZOOKEEPER-667,2010-02-11T19:26:56,2010-03-12T18:55:30,3.3.0,2010-03-25,1,3.2.2,3.1.2,2009-12-14,3.2.2,2009-12-14
ZOOKEEPER,12455085,ZOOKEEPER-663,2010-02-02T17:30:51,2010-03-09T01:25:03,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12455004,ZOOKEEPER-662,2010-02-02T02:57:18,2011-07-16T17:48:49,3.4.0,2011-11-22,1,3.2.1,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12446452,ZOOKEEPER-656,2010-01-24T01:27:49,2010-01-25T03:35:57,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12446348,ZOOKEEPER-653,2010-01-22T18:07:26,2011-09-06T15:57,3.5.0,2014-08-04,22,3.0.0|3.0.1|3.1.0|3.1.1|3.2.0|3.2.1|3.1.2|3.2.2|3.3.0|3.3.1|3.3.2|3.3.3|3.4.0|3.3.4|3.4.1|3.4.2|3.4.3|3.3.5|3.3.6|3.4.4|3.4.5|3.4.6,3.1.2,2009-12-14,3.0.0,2008-10-27
ZOOKEEPER,12445692,ZOOKEEPER-647,2010-01-15T22:33:58,2010-01-21T03:08:33,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12445368,ZOOKEEPER-642,2010-01-13T01:52:42,2012-05-11T05:55:15,3.5.0,2014-08-04,1,3.2.1,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12444803,ZOOKEEPER-637,2010-01-06T16:26:42,2010-01-07T08:42:59,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12443506,ZOOKEEPER-630,2009-12-16T07:39:59,2009-12-16T18:30:27,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12443494,ZOOKEEPER-629,2009-12-16T05:00:56,2009-12-18T02:20:53,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12443474,ZOOKEEPER-627,2009-12-16T00:45:07,2009-12-16T23:28:40,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12443426,ZOOKEEPER-626,2009-12-15T17:54:33,2010-01-22T00:49:36,3.3.0,2010-03-25,1,3.2.1,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12443330,ZOOKEEPER-624,2009-12-15T03:17:08,2010-03-17T00:05:38,3.3.0,2010-03-25,1,3.2.0,3.1.2,2009-12-14,3.2.0,2009-07-08
ZOOKEEPER,12443241,ZOOKEEPER-623,2009-12-14T08:49:23,2010-01-12T20:12:51,3.3.0,2010-03-25,3,3.2.1|3.1.2|3.2.2,3.1.2,2009-12-14,3.2.1,2009-09-04
ZOOKEEPER,12443191,ZOOKEEPER-622,2009-12-12T22:22:59,2010-03-06T05:35:08,3.3.0,2010-03-25,5,3.1.1|3.2.0|3.2.1|3.1.2|3.2.2,3.2.1,2009-09-04,3.1.1,2009-03-27
ZOOKEEPER,12443189,ZOOKEEPER-621,2009-12-12T21:36:22,2009-12-14T10:42:05,3.3.0,2010-03-25,5,3.1.1|3.2.0|3.2.1|3.1.2|3.2.2,3.2.1,2009-09-04,3.1.1,2009-03-27
ZOOKEEPER,12443016,ZOOKEEPER-617,2009-12-10T19:11:11,2010-03-12T18:27:47,3.3.0,2010-03-25,5,3.1.1|3.2.0|3.2.1|3.1.2|3.2.2,3.2.1,2009-09-04,3.1.1,2009-03-27
ZOOKEEPER,12442917,ZOOKEEPER-615,2009-12-09T22:17:48,2009-12-11T19:39:02,3.3.0,2010-03-25,5,3.1.1|3.2.0|3.2.1|3.1.2|3.2.2,3.2.1,2009-09-04,3.1.1,2009-03-27
ZOOKEEPER,12442675,ZOOKEEPER-614,2009-12-07T23:31:18,2009-12-11T23:04:14,3.3.0,2010-03-25,2,3.2.1|3.2.2,3.2.1,2009-09-04,3.2.1,2009-09-04
ZOOKEEPER,12442595,ZOOKEEPER-611,2009-12-07T01:47:46,2009-12-08T20:21:07,3.3.0,2010-03-25,4,3.1.1|3.2.1|3.1.2|3.2.2,3.2.1,2009-09-04,3.1.1,2009-03-27
ZOOKEEPER,12442422,ZOOKEEPER-610,2009-12-04T06:50:58,2009-12-11T22:57:06,3.3.0,2010-03-25,5,3.1.1|3.2.0|3.2.1|3.1.2|3.2.2,3.2.1,2009-09-04,3.1.1,2009-03-27
ZOOKEEPER,12442166,ZOOKEEPER-606,2009-12-02T01:10:23,2009-12-17T22:09:57,3.3.0,2010-03-25,1,3.2.1,3.2.1,2009-09-04,3.2.1,2009-09-04
ZOOKEEPER,12442133,ZOOKEEPER-603,2009-12-01T19:27:49,2010-08-12T22:29:15,3.4.0,2011-11-22,1,3.2.1,3.2.1,2009-09-04,3.2.1,2009-09-04
ZOOKEEPER,12442001,ZOOKEEPER-600,2009-11-30T22:22:37,2009-12-17T23:39:01,3.3.0,2010-03-25,1,3.2.1,3.2.1,2009-09-04,3.2.1,2009-09-04
ZOOKEEPER,12441697,ZOOKEEPER-597,2009-11-25T18:18:59,2009-12-08T19:15:29,3.3.0,2010-03-25,4,3.1.1|3.2.1|3.1.2|3.2.2,3.2.1,2009-09-04,3.1.1,2009-03-27
ZOOKEEPER,12441617,ZOOKEEPER-596,2009-11-24T22:51:29,2009-12-18T02:20:28,3.3.0,2010-03-25,1,3.2.1,3.2.1,2009-09-04,3.2.1,2009-09-04
ZOOKEEPER,12441587,ZOOKEEPER-593,2009-11-24T16:54:45,2010-01-26T02:19:37,3.3.0,2010-03-25,5,3.1.1|3.2.0|3.2.1|3.1.2|3.2.2,3.2.1,2009-09-04,3.1.1,2009-03-27
ZOOKEEPER,12441435,ZOOKEEPER-591,2009-11-23T09:35:37,2010-03-18T01:45:01,3.3.0,2010-03-25,1,3.2.1,3.2.1,2009-09-04,3.2.1,2009-09-04
ZOOKEEPER,12441417,ZOOKEEPER-589,2009-11-23T02:47:54,2010-02-08T22:38:36,3.3.0,2010-03-25,1,3.2.1,3.2.1,2009-09-04,3.2.1,2009-09-04
ZOOKEEPER,12441383,ZOOKEEPER-588,2009-11-21T23:23:59,2009-12-11T20:24:51,3.3.0,2010-03-25,1,3.2.1,3.2.1,2009-09-04,3.2.1,2009-09-04
ZOOKEEPER,12441382,ZOOKEEPER-587,2009-11-21T23:21:29,2009-12-11T21:46:49,3.3.0,2010-03-25,1,3.2.1,3.2.1,2009-09-04,3.2.1,2009-09-04
