loc,commentLines,nRevisions,nFix,avgChangeSet,cyclomaticComplexity,buggy
3.688879,3.555348,1.098612,0,3.198673,0,no
3.951244,2.890372,1.098612,0.693147,3.921973,0,no
3.688879,3.637586,0.693147,0,4.574711,0,no
4.248495,3.091042,1.609438,0,3.676301,0,no
4.174387,2.944439,0.693147,0,2.079442,0,no
2.833213,3.091042,0.693147,0,2.772589,0,no
3.970292,3.912023,2.397895,0,2.00148,0,no
3.218876,3.218876,0,0,0,0,no
5.231109,4.406719,1.098612,0,3.901973,0,no
4.465908,3.806662,0.693147,0,3.218876,0,no
2.772589,4.276666,1.098612,0,4.110874,0,no
2.197225,3.091042,0,0,0,0,no
3.295837,4.465908,1.791759,0,2.97553,0,no
4.290459,3.091042,1.098612,0,3.367296,0,no
4.584967,3.931826,1.386294,0.693147,2.751535,0,no
5.676754,3.496508,1.386294,0,3.806662,0.693147,no
3.135494,3.258097,1.386294,0,4.390325,0,no
1.791759,3.433987,0.693147,0,1.791759,0,no
4.543295,3.637586,1.386294,0,1.791759,0,no
2.197225,3.610918,0,0,0,0,no
6.694562,2.944439,0.693147,0,2.079442,2.70805,no
3.433987,3.433987,0,0,0,0,no
5.225747,4.406719,0.693147,0,0.693147,0,no
2.302585,3.218876,1.098612,0,4.110874,0,no
3.367296,4.564348,0.693147,0,3.218876,0,no
3.610918,3.295837,1.386294,0,3.705409,0,no
5.609472,4.682131,2.70805,1.791759,2.654247,0,no
3.258097,2.890372,0.693147,0,2.484907,0,no
3.73767,3.367296,0.693147,0,3.951244,0,no
4.70953,4.465908,0.693147,0,2.079442,1.098612,no
3.89182,3.526361,1.386294,0.693147,1.609438,0,no
4.174387,3.135494,0,0,0,0,no
3.663562,2.890372,1.386294,0.693147,3.64632,0,no
3.73767,3.367296,0,0,0,0,no
2.890372,4.143135,0,0,0,0,no
4.804021,3.931826,2.079442,1.609438,2.258782,1.098612,no
6.135565,5.609472,2.197225,0.693147,2.525729,0.693147,no
5.700444,4.158883,0,0,0,1.386294,no
3.465736,2.890372,0.693147,0,2.397895,0,no
2.564949,3.091042,1.098612,0,3.198673,0,no
3.401197,3.044522,0.693147,0,1.609438,0,no
3.401197,3.258097,0.693147,0,3.367296,0,no
3.713572,3.496508,0,0,0,0,no
6.602588,5.998937,1.098612,0,2.70805,1.94591,no
5.036953,4.454347,1.94591,1.386294,3.113515,0.693147,no
6.694562,2.944439,0.693147,0,2.079442,2.70805,no
4.382027,3.555348,0,0,0,0,no
4.859812,3.871201,0.693147,0,3.218876,0,no
4.820282,4.060443,1.098612,0,2.197225,0,no
1.94591,3.332205,0.693147,0,2.772589,0,no
4.804021,3.044522,2.197225,1.609438,3.167583,0,no
4.234107,3.091042,1.609438,0,3.676301,0,no
5.976351,5.370638,3.433987,1.94591,2.319114,0.693147,no
2.397895,4.189655,0.693147,0,2.564949,0,no
4.382027,3.555348,0,0,0,0,no
3.178054,3.663562,1.386294,1.098612,2.456736,0,no
1.94591,3.332205,0.693147,0,2.772589,0,no
4.174387,3.465736,0.693147,0.693147,0.693147,1.098612,no
4.553877,3.218876,1.098612,0,3.198673,0,no
4.248495,2.890372,0.693147,0,2.484907,0,no
4.477337,3.091042,1.098612,0,2.890372,0,no
3.178054,2.890372,0.693147,0,2.484907,0,no
2.079442,3.828641,0.693147,0,4.744932,0,no
3.091042,3.465736,0.693147,0,3.465736,0,no
4.94876,4.532599,1.791759,1.098612,1.757858,0,no
4.234107,3.091042,1.098612,0,2.60269,0,no
1.791759,3.433987,0.693147,0,1.791759,0,no
2.079442,3.912023,0.693147,0,1.791759,0,no
3.555348,3.135494,1.098612,0,3.198673,0,no
5.869297,3.526361,0.693147,0,2.079442,0.693147,no
1.94591,3.178054,1.791759,0,3.258097,0,no
3.433987,2.944439,0.693147,0,4.744932,0,no
2.197225,2.890372,0.693147,0,3.555348,0,no
3.258097,3.044522,1.098612,0,2.890372,0,no
3.637586,4.025352,0.693147,0,2.079442,0,no
2.70805,3.583519,0.693147,0,3.951244,0,no
2.639057,3.970292,0,0,0,0,no
2.995732,3.091042,1.098612,0,3.198673,0,no
5.420535,4.488636,1.386294,0.693147,2.685577,0.693147,no
3.610918,3.258097,1.098612,0,2.890372,0,no
2.833213,3.091042,0.693147,0,2.772589,0,no
2.302585,3.091042,1.098612,0,3.198673,0,no
3.091042,3.091042,1.098612,0,3.198673,0,no
4.442651,3.583519,1.791759,0.693147,3.951244,0.693147,no
4.70953,4.110874,1.386294,0,3.592736,0.693147,no
6.490724,5.010635,1.94591,0,2.639057,1.791759,no
3.583519,3.044522,0.693147,0,4.204693,0,no
4.51086,3.091042,0,0,0,0.693147,no
5.849325,3.401197,2.302585,0,3.111043,0.693147,no
4.553877,3.828641,0.693147,0,3.951244,0,no
5.659482,4.564348,1.791759,0.693147,2.76001,0,no
4.043051,3.044522,0.693147,0,2.564949,0,no
2.197225,3.091042,0,0,0,0,no
1.791759,3.401197,0,0,0,0,no
3.091042,3.091042,1.098612,0,3.198673,0,no
3.988984,3.912023,2.397895,0,2.00148,0,no
3.433987,3.091042,0.693147,0.693147,2.397895,0,no
3.218876,3.218876,0,0,0,0,no
4.94876,4.532599,1.791759,1.098612,1.757858,0,no
1.94591,3.091042,0,0,0,0,no
5.488938,3.73767,1.098612,0,4.189655,0.693147,no
3.850148,2.944439,0.693147,0,3.555348,0.693147,no
2.639057,2.890372,0,0,0,0,no
2.397895,3.218876,0.693147,0,3.218876,0,no
4.812184,3.465736,1.94591,0.693147,3.083438,0,no
4.736198,3.637586,1.098612,0,3.401197,0.693147,no
4.919981,3.465736,0.693147,0,3.367296,0.693147,no
4.382027,3.73767,0.693147,0,0.693147,1.098612,no
1.609438,3.135494,0.693147,0,4.744932,0,no
5.252273,3.526361,1.098612,0.693147,2.74084,0.693147,no
5.886104,4.736198,0.693147,0,3.951244,0,no
4.304065,4.248495,0.693147,0,3.951244,0,no
4.488636,3.828641,1.098612,0,2.890372,0,no
3.258097,2.944439,0.693147,0,3.555348,0,no
4.65396,3.828641,1.098612,0,3.417727,0,no
4.736198,3.7612,3.258097,2.302585,2.876949,0,no
3.7612,3.091042,0.693147,0,2.564949,0,no
3.178054,2.890372,0.693147,0,2.484907,0,no
5.976351,5.370638,3.367296,1.94591,2.341119,0.693147,no
4.820282,3.218876,0.693147,0,3.951244,0,no
3.218876,3.218876,0,0,0,0,no
3.496508,3.091042,0.693147,0,2.564949,0,no
1.791759,3.295837,0,0,0,0,no
6.694562,2.944439,0,0,0,2.70805,no
2.995732,4.248495,0.693147,0,2.079442,0,no
4.043051,3.044522,0.693147,0,2.564949,0,no
2.302585,3.091042,1.098612,0,3.198673,0,no
5.036953,4.454347,1.94591,1.386294,3.113515,0.693147,no
4.574711,3.091042,2.197225,0,2.621039,0,no
3.912023,3.044522,2.302585,1.098612,2.978925,0,no
4.762174,3.806662,1.098612,0,3.401197,0.693147,no
1.609438,3.218876,0,0,0,0,no
2.70805,3.583519,1.791759,0,3.258097,0,no
6.694562,2.944439,0,0,0,2.70805,no
6.44572,5.393628,3.89182,2.484907,2.454948,1.386294,no
4.343805,3.135494,1.791759,0.693147,3.549617,0.693147,no
4.276666,3.044522,1.098612,0,2.197225,0,no
3.135494,3.295837,1.098612,0,3.091042,0,no
4.465908,3.806662,0.693147,0,3.218876,0,no
4.025352,2.890372,0.693147,0,3.555348,0,no
5.081404,3.091042,0.693147,0,3.465736,0,no
3.7612,3.044522,0.693147,0,3.044522,0,no
4.682131,3.713572,1.94591,0,3.709499,0,no
3.78419,3.583519,0,0,0,0,no
5.278115,3.091042,1.386294,0,3.423176,0,no
3.988984,2.890372,0.693147,0.693147,2.302585,0,no
3.89182,2.890372,1.098612,0,4.189655,0,no
3.135494,3.044522,0,0,0,0,no
3.258097,2.890372,1.098612,0,4.668145,0,no
6.165418,2.944439,0,0,0,2.079442,no
3.78419,3.258097,0.693147,0,1.386294,0,no
3.465736,2.890372,0.693147,0,2.397895,0,no
5.594711,4.795791,1.94591,0,2.74084,1.098612,no
5.081404,3.091042,1.386294,0,3.423176,0,no
4.204693,3.091042,0.693147,0,3.465736,0,no
3.044522,2.890372,0,0,0,0,no
4.477337,3.555348,0.693147,0,3.367296,0,no
2.197225,2.890372,0.693147,0,3.555348,0,no
4.290459,3.433987,0.693147,0,3.465736,0,no
2.944439,3.091042,0,0,0,0,no
2.397895,4.189655,0.693147,0,2.564949,0,no
2.079442,3.401197,0,0,0,0,no
5.170484,3.713572,1.791759,0,3.178054,0,no
3.295837,2.944439,0.693147,0,4.744932,0,no
4.234107,3.091042,1.098612,0,2.60269,0,no
3.583519,3.044522,0.693147,0,2.564949,0,no
3.332205,3.091042,1.386294,1.098612,1.845827,0,no
3.091042,3.465736,0.693147,0,3.465736,0,no
3.091042,3.091042,1.098612,0,3.198673,0,no
2.197225,3.091042,0,0,0,0,no
5.141664,3.135494,1.098612,0,2.917771,0.693147,no
2.397895,4.189655,0.693147,0,2.564949,0,no
5.713733,3.044522,1.386294,0,3.884994,1.098612,no
6.49224,5.068904,2.079442,0,2.542726,1.791759,no
3.610918,3.258097,1.098612,0,2.890372,0,no
3.332205,3.401197,0.693147,0,4.744932,0,no
5.356586,4.127134,2.833213,1.386294,2.70805,1.609438,no
3.637586,3.044522,0,0,0,0,no
5.111988,4.89784,1.609438,0.693147,2.656757,0,no
3.332205,2.890372,0.693147,0,2.397895,0,no
5.252273,3.526361,1.386294,0.693147,2.944439,0.693147,no
2.302585,2.890372,0.693147,0,4.744932,0,no
5.030438,4.454347,1.791759,1.386294,2.028148,0.693147,no
6.098074,4.007333,2.564949,1.098612,3.270836,1.098612,no
3.610918,3.295837,0.693147,0,2.564949,0,no
4.343805,3.828641,0.693147,0,3.951244,0,no
5.123964,4.663439,0.693147,0,1.791759,0.693147,no
5.313206,3.663562,1.94591,0,2.74084,0.693147,no
3.970292,3.912023,2.397895,0,2.00148,0,no
5.062595,4.691348,1.791759,1.098612,2.261763,0,no
2.197225,3.091042,0.693147,0,3.465736,0,no
4.718499,3.7612,3.258097,2.302585,2.876949,0,no
5.541264,2.890372,1.098612,0,4.18205,0,no
5.030438,3.496508,1.609438,0,2.917771,0.693147,no
5.252273,3.526361,1.791759,1.098612,3.78419,0.693147,no
5.891644,4.736198,1.098612,0,3.417727,0,no
4.718499,3.091042,1.386294,0,3.218876,0,no
5.940171,3.89182,0.693147,0,3.951244,1.94591,no
4.174387,4.158883,1.791759,1.098612,2.104134,0.693147,no
5.42495,3.73767,0.693147,0,3.218876,0,no
6.49224,5.068904,2.079442,0,2.542726,1.791759,no
2.564949,3.091042,1.098612,0,3.198673,0,no
4.077537,3.850148,1.791759,0.693147,3.453157,0,no
4.174387,3.465736,0.693147,0.693147,0.693147,1.098612,no
2.302585,3.218876,1.098612,0,4.110874,0,no
2.302585,3.135494,0,0,0,0,no
3.135494,3.044522,0,0,0,0,no
5.433722,5.389072,2.397895,1.791759,2.862201,0,no
3.970292,3.912023,2.397895,0,2.00148,0,no
2.944439,2.890372,0.693147,0,3.258097,0,no
3.850148,2.944439,0.693147,0,3.555348,0.693147,no
1.791759,3.401197,0,0,0,0,no
2.890372,3.850148,1.098612,0,4.189655,0,no
5.273,3.091042,0.693147,0,3.465736,0.693147,no
5.624018,3.465736,0.693147,0,3.218876,0,no
4.60517,3.912023,0.693147,0,3.951244,0,no
3.496508,3.091042,0.693147,0,2.564949,0,no
3.970292,2.890372,1.098612,0,4.189655,0,no
2.564949,3.555348,0.693147,0,3.218876,0,no
3.78419,3.555348,1.098612,0,3.198673,0,no
4.382027,3.555348,0.693147,0,2.079442,0,no
3.135494,3.258097,0,0,0,0,no
2.079442,3.401197,0,0,0,0,no
1.791759,3.295837,0,0,0,0,no
1.94591,3.526361,1.098612,0,4.110874,0,no
2.302585,3.091042,1.098612,0,3.198673,0,no
4.189655,3.89182,1.386294,0,3.295837,0,no
2.995732,3.135494,0,0,0,0,no
4.543295,3.135494,1.386294,0,3.283414,0,no
4.043051,3.044522,0.693147,0,2.564949,0,no
4.584967,3.332205,1.791759,0.693147,3.543854,0,no
4.007333,3.258097,1.098612,0,4.189655,0,no
3.258097,2.890372,0.693147,0,2.484907,0,no
1.791759,3.295837,0.693147,0,3.367296,0,no
2.890372,3.850148,1.098612,0,4.189655,0,no
1.94591,3.465736,0.693147,0,1.098612,0,no
2.639057,2.890372,0,0,0,0,no
2.639057,3.73767,0,0,0,0,no
1.791759,3.401197,0,0,0,0,no
4.442651,3.526361,1.098612,0,2.917771,0,no
4.430817,3.73767,1.098612,0,4.668145,0,no
3.610918,3.258097,1.098612,0,2.890372,0,no
1.94591,3.465736,0.693147,0,1.098612,0,no
4.094345,4.219508,0.693147,0,3.218876,0,no
5.545177,2.890372,1.098612,0,4.18205,0,no
3.931826,2.890372,0.693147,0.693147,1.386294,0,no
2.484907,4.025352,1.098612,0,1.609438,0,no
4.770685,3.713572,2.890372,1.609438,2.853762,0,no
4.532599,3.091042,0.693147,0,2.397895,0.693147,no
3.332205,3.091042,1.386294,1.098612,1.845827,0,no
3.7612,3.178054,0.693147,0,2.564949,0,no
3.526361,2.890372,1.098612,0,4.189655,0,no
4.553877,3.218876,1.098612,0,3.198673,0,no
2.397895,3.806662,0.693147,0,4.204693,0,no
4.219508,2.890372,1.386294,0.693147,3.64632,0,no
4.454347,2.995732,0.693147,0,2.70805,0,no
4.672829,3.091042,0.693147,0,3.465736,0,no
4.553877,3.258097,0,0,0,0,no
4.330733,3.044522,0,0,0,0,no
5.030438,4.454347,1.791759,1.386294,2.028148,0.693147,no
4.574711,3.332205,0.693147,0,3.465736,0,no
4.077537,3.89182,0.693147,0,0.693147,0,no
5.393628,5.17615,0.693147,0,1.386294,0,no
3.871201,3.218876,0.693147,0,3.951244,0,no
1.94591,3.091042,0,0,0,0,no
1.791759,3.401197,0,0,0,0,no
4.553877,3.091042,1.098612,0,2.639057,0.693147,no
6.135565,5.609472,2.197225,0.693147,2.525729,0.693147,no
4.718499,3.091042,1.386294,0,3.218876,0,no
4.094345,4.219508,0.693147,0,3.218876,0,no
4.465908,3.806662,0.693147,0,3.218876,0,no
4.043051,3.988984,0.693147,0,3.218876,0.693147,no
2.772589,3.135494,0,0,0,0,no
3.367296,3.295837,0.693147,0,4.744932,0,no
4.574711,3.332205,1.098612,0,3.496508,0,no
1.609438,2.890372,0.693147,0,4.744932,0,no
2.302585,3.091042,1.098612,0,3.198673,0,no
4.094345,4.219508,0.693147,0,3.218876,0,no
5.929589,5.855072,0.693147,0,2.079442,1.098612,no
2.995732,4.248495,0,0,0,0,no
4.59512,2.890372,1.098612,0,4.189655,0.693147,no
4.174387,4.158883,1.791759,1.098612,2.104134,0.693147,no
4.682131,3.091042,1.386294,0,3.218876,0,no
3.433987,2.890372,1.098612,0.693147,2.302585,0,no
3.637586,3.044522,0,0,0,0,no
4.060443,3.850148,1.386294,0.693147,2.833213,0,no
4.859812,3.871201,0.693147,0,3.218876,0,no
5.278115,3.091042,1.386294,0,3.423176,0,no
4.356709,3.78419,1.609438,0.693147,3.590439,0,no
4.465908,4.406719,1.098612,0,1.704748,0,no
6.520621,5.01728,2.564949,0,2.983153,1.791759,no
5.624018,3.465736,0.693147,0,3.218876,0,no
4.382027,3.555348,0,0,0,0,no
2.197225,3.091042,0.693147,0,3.465736,0,no
2.197225,3.610918,0,0,0,0,no
4.51086,3.091042,0,0,0,0.693147,no
5.545177,2.890372,1.098612,0,4.18205,0,no
4.574711,3.332205,0.693147,0,3.465736,0,no
6.602588,5.998937,1.098612,0,2.70805,1.94591,no
3.135494,4.26268,0.693147,0.693147,1.94591,0,no
1.609438,3.218876,0,0,0,0,no
5.267858,4.290459,1.386294,0.693147,2.995732,0.693147,no
5.976351,5.370638,3.367296,1.94591,2.341119,0.693147,no
4.382027,3.555348,0,0,0,0,no
4.882802,3.828641,0.693147,0,3.218876,0,no
4.59512,3.367296,0,0,0,0,no
3.7612,3.367296,1.098612,1.098612,1.098612,0,no
4.304065,4.248495,1.386294,0,4.304065,0,no
4.356709,3.135494,1.098612,0.693147,2.674149,0.693147,no
4.465908,3.583519,0.693147,0.693147,0.693147,0,no
4.219508,3.295837,0.693147,0,2.564949,0,no
2.944439,4.26268,1.098612,0,2.70805,0,no
2.70805,2.890372,0.693147,0,3.555348,0,no
4.382027,2.995732,1.94591,0,3.289645,0,no
1.609438,2.890372,0.693147,0,3.555348,0,no
2.197225,2.890372,0.693147,0,3.555348,0,no
5.869297,3.526361,0.693147,0,2.079442,0.693147,no
3.178054,2.890372,0.693147,0,2.484907,0,no
4.976734,3.218876,1.098612,0,3.198673,0,no
2.302585,3.135494,0,0,0,0,no
3.828641,2.890372,0,0,0,0,no
3.89182,2.890372,1.098612,0,4.189655,0,no
5.855072,5.572154,2.079442,1.791759,1.717651,1.098612,no
4.70953,4.465908,0,0,0,1.098612,no
2.70805,3.091042,0.693147,0,4.744932,0,no
1.791759,3.295837,0,0,0,0,no
4.488636,3.713572,2.302585,1.386294,2.67031,0,no
1.609438,3.465736,0.693147,0,3.367296,0,no
3.258097,2.890372,0.693147,0,2.484907,0,no
4.51086,3.688879,1.791759,0.693147,2.890372,0,no
2.995732,3.401197,0.693147,0,2.833213,0,no
2.564949,3.091042,0.693147,0,3.465736,0,no
2.772589,3.135494,0,0,0,0,no
2.397895,4.060443,0.693147,0,3.367296,0,no
4.382027,3.555348,0,0,0,0,no
5.713733,4.634729,2.833213,2.079442,2.70805,0.693147,no
5.420535,4.488636,1.386294,0.693147,2.685577,0.693147,no
4.94876,4.532599,1.791759,1.098612,1.757858,0,no
3.555348,3.583519,2.079442,0,3.122994,0,no
4.290459,4.189655,0,0,0,0.693147,no
4.356709,3.663562,3.044522,1.098612,2.788093,0,no
5.267858,4.290459,1.386294,0.693147,2.995732,0.693147,no
5.860786,4.672829,1.609438,0.693147,3.218876,1.098612,no
5.541264,2.890372,0,0,0,0,no
2.995732,4.248495,0,0,0,0,no
3.610918,3.258097,1.098612,0,2.890372,0,no
1.94591,2.890372,1.098612,0,3.931826,0,no
3.78419,4.110874,1.098612,0,2.890372,0,no
3.637586,4.025352,0.693147,0,2.079442,0,no
2.397895,4.189655,0.693147,0,2.564949,0,no
2.197225,2.890372,0.693147,0,3.555348,0,no
5.594711,4.770685,1.791759,0,1.757858,0.693147,no
6.49224,5.068904,2.197225,0,2.474435,1.791759,no
2.772589,2.890372,0.693147,0.693147,2.397895,0,no
2.564949,3.044522,0,0,0,0,no
2.302585,3.135494,0,0,0,0,no
5.4161,4.488636,2.197225,0.693147,3.223863,0.693147,no
4.248495,3.091042,1.609438,0,3.676301,0,no
4.406719,3.044522,1.098612,0,2.197225,0,no
5.31812,3.988984,2.197225,1.386294,2.264364,1.609438,no
6.224558,5.66296,3.713572,3.044522,2.230014,0.693147,no
4.290459,3.091042,1.609438,0,2.970414,0,no
4.174387,3.526361,1.098612,0,3.941582,0,no
4.465908,3.583519,0.693147,0.693147,0.693147,0,no
5.153292,3.73767,2.302585,1.386294,3.178054,1.609438,no
1.791759,3.295837,0,0,0,0,no
3.135494,3.044522,0,0,0,0,no
4.59512,4.343805,0.693147,0,1.791759,0,no
4.682131,3.218876,1.386294,0,2.036882,0,no
3.135494,3.091042,1.098612,0,3.496508,0,no
2.484907,2.890372,0.693147,0,3.555348,0,no
5.273,3.091042,0.693147,0,3.465736,0.693147,no
2.70805,3.828641,0.693147,0,2.079442,0,no
3.401197,3.218876,0,0,0,0,no
3.931826,3.73767,0.693147,0,3.367296,0,no
4.543295,3.091042,1.386294,0,2.456736,0,no
3.178054,4.343805,0.693147,0,2.833213,0,no
3.178054,2.890372,0.693147,0,2.484907,0,no
3.433987,3.433987,0,0,0,0,no
4.488636,3.713572,2.302585,1.386294,2.67031,0,no
4.682131,3.091042,1.386294,0,3.218876,0,no
2.564949,3.044522,0,0,0,0,no
4.477337,3.091042,1.098612,0,2.890372,0,no
3.044522,3.258097,1.098612,0,2.60269,0,no
2.833213,3.091042,0.693147,0,2.772589,0,no
2.197225,2.890372,0.693147,0,3.555348,0,no
4.770685,3.713572,2.890372,1.609438,2.853762,0,no
4.672829,3.091042,0.693147,0,3.465736,0,no
3.526361,3.583519,0,0,0,0,no
6.297109,3.7612,1.098612,0,2.890372,0.693147,no
6.135565,5.609472,2.197225,0.693147,2.525729,0.693147,no
4.158883,3.526361,0.693147,0,1.791759,0,no
4.465908,3.044522,0.693147,0,2.564949,0,no
4.779123,3.218876,1.386294,0,2.772589,0.693147,no
3.465736,3.091042,1.94591,0,2.382628,0,no
4.51086,3.091042,0.693147,0,2.397895,0.693147,no
1.609438,3.367296,0.693147,0,3.218876,0,no
5.869297,3.526361,0.693147,0,2.079442,0.693147,no
5.31812,3.988984,2.397895,1.386294,2.186051,1.609438,no
1.791759,3.465736,0,0,0,0,no
4.75359,3.555348,1.386294,0,3.433987,0,no
4.060443,3.850148,1.386294,0.693147,2.833213,0,no
1.94591,3.401197,0.693147,0,3.218876,0,no
4.174387,3.135494,0,0,0,0,no
4.356709,3.135494,1.791759,0.693147,3.549617,0.693147,no
4.219508,3.295837,0.693147,0,2.564949,0,no
4.465908,3.806662,0.693147,0,3.218876,0,no
4.382027,3.555348,0.693147,0,2.079442,0,no
1.94591,3.178054,1.609438,0,3.38439,0,no
6.066108,4.65396,1.386294,0,3.075775,1.098612,no
3.970292,3.218876,1.098612,0,2.890372,0,no
3.258097,2.890372,0.693147,0,2.484907,0,no
4.859812,3.871201,0.693147,0,3.218876,0,no
3.258097,2.890372,0.693147,0,2.484907,0,no
3.583519,3.044522,0.693147,0,2.564949,0,no
5.420535,4.488636,1.386294,0.693147,2.685577,0.693147,no
5.783825,3.912023,1.098612,0,4.069027,0.693147,no
4.356709,3.663562,3.044522,1.098612,2.788093,0,no
5.393628,5.17615,0.693147,0,1.386294,0,no
2.639057,3.091042,0.693147,0,3.465736,0,no
2.197225,3.091042,0.693147,0,3.465736,0,no
5.393628,4.488636,1.098612,0.693147,2.70805,0.693147,no
2.70805,3.583519,1.386294,0,1.94591,0,no
4.477337,3.091042,1.098612,0,2.890372,0,no
1.791759,3.295837,0,0,0,0,no
4.382027,2.995732,1.386294,0,2.397895,0,no
1.386294,3.044522,0,0,0,0,no
5.141664,3.135494,1.098612,0,2.917771,0.693147,no
4.663439,3.663562,2.484907,0.693147,3.035827,0,no
4.574711,3.332205,1.098612,0,3.496508,0,no
3.850148,3.178054,0.693147,0,2.564949,0,no
3.135494,3.091042,0.693147,0,3.465736,0,no
3.401197,3.044522,0.693147,0,1.609438,0,no
5.505332,4.51086,0.693147,0,3.218876,1.098612,no
6.393591,5.351858,0.693147,0,3.218876,1.386294,no
4.382027,3.555348,0.693147,0,2.079442,0,no
3.78419,3.258097,0.693147,0,1.386294,0,no
5.030438,4.454347,1.94591,1.386294,3.113515,0.693147,no
5.278115,3.091042,0.693147,0,3.465736,0,no
2.995732,4.248495,0.693147,0,2.079442,0,no
4.174387,4.158883,1.791759,1.098612,2.104134,0.693147,no
6.066108,4.65396,1.386294,0,3.075775,1.098612,no
4.060443,3.218876,0,0,0,0,no
1.791759,3.465736,0,0,0,0,no
4.382027,2.995732,1.386294,0,2.397895,0,no
2.995732,3.091042,0.693147,0,3.465736,0,no
5.68358,3.871201,1.098612,0,2.890372,0,no
6.165418,2.944439,0,0,0,2.079442,no
2.772589,3.044522,0,0,0,0,no
4.488636,3.218876,0.693147,0,3.367296,0,no
4.770685,3.713572,2.70805,1.609438,2.829003,0,no
1.94591,3.401197,0.693147,0,3.218876,0,no
3.465736,3.496508,0.693147,0,4.204693,0,no
1.94591,3.178054,1.609438,0,3.38439,0,no
3.89182,3.526361,1.791759,0.693147,2.322388,0,no
1.791759,3.465736,0.693147,0,3.465736,0,no
3.091042,3.091042,1.098612,0,3.198673,0,no
2.70805,2.890372,0.693147,0,3.555348,0,no
1.791759,3.295837,0,0,0,0,no
4.290459,4.189655,0.693147,0,2.079442,0.693147,no
3.688879,3.637586,0.693147,0,4.574711,0,no
3.7612,3.091042,0.693147,0,2.564949,0,no
4.025352,2.890372,0.693147,0,3.555348,0,no
4.043051,3.044522,0.693147,0,2.564949,0,no
4.204693,3.091042,1.386294,0,3.218876,0,no
2.079442,2.890372,1.098612,0,4.189655,0,no
4.382027,3.73767,0.693147,0,0.693147,1.098612,no
3.091042,2.890372,0.693147,0,3.555348,0,no
1.791759,3.465736,0,0,0,0,no
3.332205,2.890372,0,0,0,0,no
3.637586,3.044522,0,0,0,0,no
2.772589,3.828641,0.693147,0,2.079442,0,no
4.672829,3.091042,0.693147,0,3.465736,0,no
3.637586,3.295837,0.693147,0,4.744932,0,no
2.079442,3.401197,0,0,0,0,no
2.772589,4.276666,1.098612,0,4.110874,0,no
2.772589,2.890372,0.693147,0.693147,2.397895,0,no
3.806662,3.135494,0.693147,0,3.258097,0,no
3.044522,3.258097,1.386294,0,3.721669,0,no
4.795791,3.178054,1.098612,0,3.238678,0,no
2.639057,3.091042,0.693147,0,3.465736,0,no
3.526361,3.583519,0,0,0,0,no
5.393628,5.17615,0.693147,0,1.386294,0,no
5.68358,3.871201,1.098612,0,2.890372,0,no
5.57973,4.59512,2.397895,1.791759,2.766319,0,no
5.267858,4.290459,1.386294,0.693147,2.995732,0.693147,no
5.805135,3.367296,1.609438,1.098612,2.047693,0,no
2.197225,3.091042,0.693147,0,3.465736,0,no
4.477337,3.555348,0.693147,0,3.367296,0,no
5.273,3.135494,0,0,0,0.693147,no
3.7612,3.091042,0.693147,0,2.564949,0,no
2.397895,3.044522,0.693147,0,3.951244,0,no
1.791759,3.295837,0,0,0,0,no
4.174387,4.158883,1.791759,1.098612,2.104134,0.693147,no
3.583519,3.465736,1.386294,0,3.465736,0,no
6.037871,4.521789,3.135494,2.484907,2.469639,1.386294,no
4.60517,3.688879,1.791759,0,3.242592,0,no
3.401197,3.258097,0.693147,0,3.367296,0,no
1.791759,3.295837,0,0,0,0,no
5.225747,4.406719,0.693147,0,0.693147,0,no
2.197225,2.890372,0.693147,0,3.555348,0,no
5.659482,4.564348,1.791759,0.693147,2.76001,0,no
4.477337,3.555348,1.098612,0,3.314186,0,no
4.382027,3.73767,0.693147,0,0.693147,1.098612,no
4.382027,3.73767,0.693147,0,0.693147,1.098612,no
2.397895,3.806662,0.693147,0,4.204693,0,no
2.772589,3.828641,0.693147,0,2.079442,0,no
4.356709,3.135494,1.791759,0.693147,3.549617,0.693147,no
5.891644,4.672829,1.386294,0.693147,2.772589,1.098612,no
2.397895,3.828641,0.693147,0,4.744932,0,no
4.828314,3.931826,2.70805,1.94591,2.882404,1.098612,no
2.70805,3.828641,0.693147,0,2.079442,0,no
1.791759,3.401197,0,0,0,0,no
5.68358,3.871201,1.098612,0,2.890372,0,no
5.852202,3.401197,1.791759,0,3.478158,0.693147,no
5.081404,3.091042,0.693147,0,3.465736,0,no
4.442651,2.890372,1.098612,0,4.189655,1.098612,no
4.882802,3.828641,0.693147,0,3.218876,0,no
4.553877,3.218876,0.693147,0,3.465736,0,no
1.791759,3.465736,1.098612,0,3.941582,0,no
4.820282,4.060443,1.098612,0,2.197225,0,no
4.543295,3.135494,1.386294,0,3.283414,0,no
3.78419,4.110874,1.098612,0,2.890372,0,no
3.465736,2.890372,1.098612,0.693147,2.302585,0,no
5.231109,4.406719,1.098612,0,3.901973,0,no
6.165418,2.944439,0,0,0,2.079442,no
5.846439,4.75359,1.098612,0,3.401197,1.791759,no
4.672829,2.772589,1.386294,0,4.390325,0,no
4.234107,3.091042,0.693147,0,1.791759,0,no
2.564949,3.555348,0.693147,0,3.218876,0,no
3.044522,4.465908,1.386294,0.693147,2.233592,0,no
4.043051,3.465736,1.098612,0,3.941582,0,no
3.850148,3.332205,0.693147,0,4.574711,0,no
