loc,commentLines,nRevisions,nFix,avgChangeSet,cyclomaticComplexity,buggy
4.477337,3.7612,1.098612,0,2.890372,0,no
4.51086,3.688879,1.386294,0.693147,2.70805,0,no
4.51086,3.526361,0.693147,0,4.744932,0,no
2.197225,3.610918,0,0,0,0,no
3.135494,3.091042,1.098612,0,3.496508,0,no
3.806662,3.135494,0.693147,0,3.258097,0,no
5.501258,3.931826,1.94591,0,3.373027,0.693147,no
5.129899,4.663439,1.098612,0,3.941582,0.693147,no
5.594711,4.795791,1.94591,0,2.74084,1.098612,no
4.521789,3.988984,3.091042,1.098612,2.827595,0,no
2.944439,2.890372,1.098612,0,4.189655,0,no
3.526361,2.890372,1.098612,0,4.189655,0,no
6.068426,4.65396,1.94591,0,3.526361,1.098612,no
4.828314,3.931826,2.70805,1.94591,2.882404,1.098612,no
5.533389,4.158883,0.693147,0,4.744932,0,no
5.68358,3.871201,1.098612,0,2.890372,0,no
5.697093,5.062595,0.693147,0.693147,1.098612,0.693147,no
3.526361,2.890372,1.098612,0,4.189655,0,no
4.70953,4.465908,0,0,0,1.098612,no
1.791759,3.401197,0,0,0,0,no
1.94591,3.295837,0,0,0,0,no
5.823046,5.298317,2.079442,0,2.618438,1.386294,no
5.976351,5.370638,3.433987,1.94591,2.319114,0.693147,no
2.079442,3.912023,0.693147,0,1.791759,0,no
4.110874,4.060443,2.197225,1.098612,2.833213,0,no
3.663562,3.988984,2.302585,1.791759,2.623057,0,no
4.477337,3.091042,1.098612,0,2.890372,0,no
3.258097,2.890372,1.098612,0,4.668145,0,no
6.066108,4.65396,1.386294,0,3.075775,1.098612,no
4.94876,4.532599,2.079442,1.098612,3.129264,0,no
3.912023,3.044522,1.386294,0,3.680511,0,no
2.197225,3.091042,0,0,0,0,no
3.135494,2.890372,0.693147,0,3.555348,0,no
4.787492,3.218876,1.098612,0,3.238678,0,no
3.637586,3.044522,0,0,0,0,no
4.727388,3.7612,3.258097,2.302585,2.876949,0,no
5.910797,5.472271,0.693147,0,3.367296,0.693147,no
3.970292,3.044522,0.693147,0,3.044522,0,no
3.828641,3.496508,0.693147,0,3.465736,0,no
2.772589,3.828641,0.693147,0,2.079442,0,no
5.713733,3.044522,1.386294,0,3.884994,1.098612,no
1.791759,3.433987,0.693147,0,1.791759,0,no
5.313206,3.258097,2.397895,1.609438,2.681022,0,no
3.850148,3.178054,0.693147,0,2.564949,0,no
4.234107,3.78419,1.791759,0,3.440418,0.693147,no
2.944439,3.091042,0,0,0,0,no
4.615121,3.912023,1.94591,0,3.697178,0,no
4.955827,4.532599,2.079442,1.098612,3.129264,0,no
1.94591,3.295837,0,0,0,0,no
4.442651,2.890372,1.098612,0,4.189655,1.098612,no
4.406719,3.583519,1.098612,0,3.417727,0,no
1.791759,3.295837,0,0,0,0,no
4.356709,3.663562,3.044522,1.098612,2.788093,0,no
2.079442,2.890372,1.098612,0,4.189655,0,no
6.297109,3.7612,0.693147,0,3.218876,0.693147,no
3.044522,2.890372,0,0,0,0,no
1.791759,3.295837,0,0,0,0,no
4.553877,3.218876,0.693147,0,3.465736,0,no
3.496508,3.091042,0.693147,0,2.564949,0,no
2.639057,3.951244,1.098612,0,3.73767,0,no
2.484907,4.094345,1.386294,0,3.465736,0,no
2.995732,4.248495,0.693147,0,2.079442,0,no
1.609438,3.218876,0,0,0,0,no
3.401197,3.433987,0.693147,0,1.098612,0,no
3.135494,3.135494,0,0,0,0,no
6.152733,3.218876,2.197225,1.098612,2.409195,1.791759,no
4.718499,3.091042,1.386294,0,3.218876,0,no
4.418841,4.077537,0.693147,0,4.744932,1.098612,no
4.290459,3.663562,0,0,0,0,no
2.639057,3.970292,0,0,0,0,no
3.988984,3.465736,1.098612,0,3.496508,0,no
4.442651,3.526361,1.098612,0,2.917771,0,no
1.94591,3.091042,0,0,0,0,no
3.89182,3.044522,0.693147,0,2.70805,0,no
1.791759,2.890372,0,0,0,0,no
4.290459,3.433987,0.693147,0,3.465736,0,no
5.710427,3.367296,0.693147,0,2.564949,0,no
3.850148,2.944439,0.693147,0,3.555348,0.693147,no
6.694562,2.944439,0.693147,0,2.079442,2.70805,no
3.218876,3.044522,0.693147,0,4.744932,0,no
2.995732,3.401197,0.693147,0,2.833213,0,no
2.995732,3.091042,0.693147,0,3.465736,0,no
4.043051,3.465736,1.098612,0,3.941582,0,no
2.944439,3.091042,0,0,0,0,no
3.637586,4.025352,0.693147,0,2.079442,0,no
5.273,3.091042,0.693147,0,3.465736,0.693147,no
1.791759,3.433987,0.693147,0,1.791759,0,no
4.406719,3.496508,1.098612,0,2.917771,0,no
4.795791,3.555348,2.079442,0,3.396424,0,no
1.791759,3.367296,0.693147,0,1.386294,0,no
4.043051,2.995732,1.098612,0,1.871802,0,no
2.484907,3.091042,0.693147,0,1.386294,0,no
3.73767,3.178054,0.693147,0,4.744932,0,no
2.397895,3.044522,0.693147,0,3.951244,0,no
4.634729,4.043051,1.098612,0,3.401197,0,no
2.197225,3.135494,0,0,0,0,no
2.302585,4.189655,0,0,0,0,no
5.036953,3.637586,0.693147,0.693147,2.484907,1.386294,no
4.356709,3.78419,0.693147,0.693147,1.386294,0,no
2.397895,3.218876,0.693147,0,3.218876,0,no
4.804021,3.044522,2.197225,1.609438,3.167583,0,no
3.850148,3.295837,1.386294,0,0.693147,0,no
2.197225,3.610918,0,0,0,0,no
4.70048,4.110874,0.693147,0,1.386294,0.693147,no
4.812184,3.951244,1.098612,0,4.668145,0,no
1.791759,3.401197,0,0,0,0,no
5.170484,3.713572,1.791759,0,3.178054,0,no
4.442651,3.583519,1.609438,0.693147,3.208825,0.693147,no
2.639057,3.951244,1.098612,0,3.73767,0,no
4.477337,3.555348,1.386294,0,4.276666,0,no
3.828641,2.890372,0,0,0,0,no
4.488636,3.828641,0.693147,0,3.218876,0,no
3.931826,2.890372,0.693147,0.693147,1.386294,0,no
2.639057,2.890372,0,0,0,0,no
2.564949,3.091042,1.098612,0,3.198673,0,no
3.526361,2.890372,1.098612,0,4.189655,0,no
2.564949,3.044522,0,0,0,0,no
4.875197,3.610918,1.609438,1.386294,1.178655,0,no
5.42495,3.73767,0.693147,0,3.218876,0,no
1.94591,3.295837,0,0,0,0,no
6.118097,5.257495,3.713572,3.044522,2.230014,1.098612,no
5.273,3.091042,0.693147,0,3.465736,0.693147,no
2.995732,4.406719,0,0,0,0,no
4.304065,3.806662,1.94591,0.693147,2.7191,0,no
3.091042,3.465736,0.693147,0,3.465736,0,no
4.882802,3.828641,0.693147,0,3.218876,0,no
4.718499,3.091042,1.386294,0,3.218876,0,no
5.135798,3.091042,1.098612,0,4.189655,0,no
2.197225,3.091042,0.693147,0,3.465736,0,no
4.382027,3.555348,0,0,0,0,no
5.820083,5.509388,0.693147,0,4.744932,0,no
3.951244,2.890372,0.693147,0,3.555348,0,no
4.820282,4.060443,1.098612,0,2.197225,0,no
4.043051,3.044522,0.693147,0,2.564949,0,no
2.302585,3.091042,1.098612,0,3.198673,0,no
4.70048,4.110874,0.693147,0,1.386294,0.693147,no
1.791759,3.295837,0,0,0,0,no
3.663562,3.496508,0.693147,0.693147,0.693147,0,no
4.343805,3.135494,1.791759,0.693147,3.549617,0.693147,no
3.044522,2.890372,0,0,0,0,no
4.110874,4.060443,2.197225,1.098612,2.833213,0,no
1.94591,2.890372,0.693147,0,1.609438,0,no
4.70048,3.135494,1.94591,0,3.289645,0.693147,no
3.332205,3.091042,1.386294,1.098612,1.845827,0,no
4.905275,4.174387,1.609438,0,3.38439,0,no
2.564949,3.044522,0,0,0,0,no
3.663562,3.496508,0.693147,0.693147,0.693147,0,no
3.433987,3.091042,0.693147,0.693147,2.397895,0,no
4.736198,3.7612,3.258097,2.302585,2.876949,0,no
2.197225,3.091042,0,0,0,0,no
4.007333,2.944439,1.609438,0,1.791759,0,no
6.393591,5.351858,0.693147,0,3.218876,1.386294,no
4.804021,3.044522,1.94591,1.609438,2.268684,0,no
5.739793,4.127134,3.433987,1.791759,2.18979,1.386294,no
4.615121,3.912023,1.791759,0,2.785011,0,no
4.553877,3.258097,0,0,0,0,no
4.290459,3.091042,0.693147,0,3.465736,0,no
2.944439,2.890372,0.693147,0,3.258097,0,no
5.135798,3.091042,1.098612,0,4.189655,0,no
2.995732,2.890372,1.386294,0,3.729701,0,no
3.610918,3.295837,0.693147,0,2.564949,0,no
4.736198,3.7612,3.258097,2.302585,2.876949,0,no
2.995732,3.091042,0.693147,0,3.465736,0,no
3.7612,2.890372,0.693147,0,2.484907,0,no
4.343805,3.663562,3.044522,1.098612,2.788093,0,no
1.94591,3.091042,0,0,0,0,no
4.70048,3.135494,1.94591,0,3.289645,0.693147,no
2.995732,4.248495,0,0,0,0,no
4.60517,4.343805,1.098612,0,3.941582,0,no
1.791759,3.295837,0,0,0,0,no
5.793014,5.572154,1.94591,1.609438,1.763589,1.098612,no
4.060443,3.496508,0,0,0,0,no
1.791759,3.465736,0,0,0,0,no
5.627621,4.356709,0,0,0,1.098612,no
4.330733,3.663562,2.772589,1.098612,2.575154,0,no
5.446737,4.584967,1.94591,0.693147,2.650892,0.693147,no
1.791759,3.044522,0.693147,0,3.367296,0,no
2.564949,3.555348,0.693147,0,3.218876,0,no
4.077537,3.89182,0.693147,0,0.693147,0,no
4.94876,4.532599,1.791759,1.098612,1.757858,0,no
2.70805,2.890372,0.693147,0,3.555348,0,no
3.091042,3.258097,1.386294,0,3.721669,0,no
2.890372,4.143135,0,0,0,0,no
1.386294,3.044522,0,0,0,0,no
4.465908,3.044522,1.098612,0,3.178054,0,no
2.70805,3.583519,1.609438,0,3.38439,0,no
2.197225,3.091042,1.098612,0,3.960813,0,no
4.477337,3.555348,1.098612,0,3.314186,0,no
3.044522,3.258097,1.386294,0,3.721669,0,no
5.68358,3.871201,1.098612,0,2.890372,0,no
6.066108,4.65396,1.94591,0,3.526361,1.098612,no
2.70805,3.583519,1.386294,0,1.94591,0,no
5.545177,2.890372,1.098612,0,4.18205,0,no
3.465736,3.367296,0.693147,0,2.944439,0,no
1.94591,3.332205,0.693147,0,2.772589,0,no
4.330733,3.78419,1.609438,0.693147,3.590439,0,no
1.609438,3.367296,0.693147,0,3.218876,0,no
1.791759,3.465736,1.098612,0,3.941582,0,no
3.433987,3.091042,0.693147,0.693147,2.397895,0,no
4.60517,3.688879,1.791759,0,3.242592,0,no
1.791759,3.496508,0.693147,0,3.218876,0,no
3.135494,3.091042,0.693147,0,3.465736,0,no
4.89784,4.369448,2.079442,1.098612,2.460809,0.693147,no
3.135494,3.091042,0.693147,0,3.465736,0,no
2.944439,3.091042,0,0,0,0,no
3.912023,3.258097,0.693147,0,2.484907,0,no
3.091042,2.890372,0.693147,0,3.555348,0,no
3.7612,3.091042,0.693147,0,2.564949,0,no
3.218876,3.526361,0,0,0,0,no
1.94591,3.178054,1.386294,0,1.94591,0,no
3.433987,3.044522,0.693147,0,2.944439,0,no
2.484907,2.890372,0.693147,0,3.555348,0,no
6.694562,2.944439,0.693147,0,2.079442,2.70805,no
4.51086,3.688879,1.609438,0.693147,2.995732,0,no
4.430817,3.988984,1.386294,0,3.295837,0,no
4.204693,3.091042,1.386294,0,3.218876,0,no
4.290459,3.135494,0,0,0,0,no
3.663562,3.496508,0.693147,0.693147,0.693147,0,no
3.433987,3.044522,0.693147,0,2.944439,0,no
2.995732,3.091042,0.693147,0,3.465736,0,no
2.197225,3.091042,0,0,0,0,no
2.890372,3.850148,1.098612,0,4.189655,0,no
3.526361,3.091042,1.791759,0,2.360854,0,no
3.433987,3.433987,0.693147,0,1.098612,0,no
5.356586,4.127134,2.833213,1.386294,2.70805,1.609438,no
4.70953,4.465908,0,0,0,1.098612,no
5.583496,5.036953,0.693147,0,3.367296,0.693147,no
5.484797,3.73767,0.693147,0,3.555348,0.693147,no
4.025352,4.110874,0.693147,0,1.386294,0,no
4.59512,3.367296,0,0,0,0,no
4.488636,3.713572,2.302585,1.386294,2.67031,0,no
4.430817,3.178054,1.098612,0,0.693147,0,no
4.094345,4.219508,0.693147,0,3.218876,0,no
5.669881,3.526361,1.94591,1.098612,2.627081,1.098612,no
2.397895,3.806662,0.693147,0,4.204693,0,no
2.772589,3.828641,0.693147,0,2.079442,0,no
2.302585,3.091042,0.693147,0,3.465736,0,no
4.382027,3.555348,0,0,0,0,no
4.976734,3.218876,1.098612,0,3.198673,0,no
3.583519,3.044522,0.693147,0,2.564949,0,no
4.644391,4.110874,1.609438,0.693147,4.043051,0,no
3.7612,3.178054,0.693147,0,2.564949,0,no
2.302585,3.218876,1.098612,0,4.110874,0,no
4.234107,3.78419,1.791759,0,3.440418,0.693147,no
4.174387,2.944439,0,0,0,0,no
5.123964,4.663439,0.693147,0,1.791759,0.693147,no
4.465908,3.806662,0.693147,0,3.218876,0,no
5.135798,3.091042,1.098612,0,4.189655,0,no
3.7612,3.091042,0.693147,0,2.564949,0,no
2.833213,3.091042,0.693147,0,2.772589,0,no
2.995732,4.248495,0.693147,0,2.079442,0,no
2.944439,3.091042,0,0,0,0,no
2.772589,3.828641,0.693147,0,2.079442,0,no
1.791759,3.465736,0.693147,0,1.791759,0,no
4.663439,2.772589,0.693147,0,3.367296,0,no
4.820282,4.060443,1.609438,0,3.38439,0,no
4.51086,3.688879,1.791759,0.693147,2.890372,0,no
4.70953,4.110874,1.386294,0,3.592736,0.693147,no
3.806662,2.890372,1.098612,0,3.725693,0,no
4.330733,3.465736,0,0,0,0,no
4.356709,3.663562,2.995732,1.098612,2.827002,0,no
4.60517,4.343805,1.098612,0,3.941582,0,no
2.890372,3.044522,0.693147,0,4.744932,0,no
3.555348,3.135494,1.098612,0,3.198673,0,no
1.609438,3.218876,0,0,0,0,no
3.828641,3.496508,0.693147,0,3.465736,0,no
4.663439,3.663562,2.70805,0.693147,3.216015,0,no
2.397895,3.806662,0.693147,0,4.204693,0,no
2.564949,2.890372,0.693147,0,3.555348,0,no
4.110874,0,0.693147,0,2.397895,0,no
2.70805,3.583519,1.609438,0,3.38439,0,no
4.343805,3.828641,1.386294,0,4.304065,0,no
1.791759,3.295837,0,0,0,0,no
6.415097,4.962845,0.693147,0,3.258097,1.791759,no
4.477337,3.178054,1.098612,0,3.198673,0,no
3.526361,2.890372,1.098612,0,4.189655,0,no
6.165418,2.944439,0,0,0,2.079442,no
2.079442,3.401197,0,0,0,0,no
4.356709,3.78419,0.693147,0.693147,1.386294,0,no
3.526361,2.890372,1.098612,0,4.189655,0,no
1.609438,3.295837,0.693147,0,3.367296,0,no
2.890372,3.850148,1.098612,0,4.189655,0,no
1.94591,3.526361,1.098612,0,4.110874,0,no
6.690842,5.438079,2.397895,1.098612,2.933857,2.197225,no
2.772589,4.276666,1.098612,0,4.110874,0,no
4.204693,3.091042,1.098612,0,3.367296,0,no
1.791759,3.295837,0,0,0,0,no
5.273,3.091042,0.693147,0,3.465736,0.693147,no
6.514713,3.295837,2.197225,1.098612,2.409195,2.197225,no
4.51086,3.688879,1.386294,0.693147,2.70805,0,no
4.543295,3.135494,1.791759,0,2.995732,0,no
3.89182,2.890372,1.098612,0,4.189655,0,no
2.197225,2.890372,0.693147,0,3.555348,0,no
4.718499,3.091042,1.386294,0,3.218876,0,no
5.713733,3.044522,1.386294,0,3.884994,1.098612,no
4.682131,3.663562,2.70805,0.693147,3.216015,0,no
3.850148,2.890372,0.693147,0,3.555348,0.693147,no
4.356709,3.663562,2.995732,1.098612,2.827002,0,no
5.823046,5.298317,2.079442,0,2.618438,1.386294,no
3.89182,2.890372,1.098612,0,4.189655,0,no
3.178054,3.258097,0.693147,0,3.367296,0,no
3.89182,3.526361,0.693147,0,3.465736,0,no
4.174387,3.465736,0.693147,0.693147,0.693147,1.098612,no
2.995732,3.091042,1.098612,0,3.198673,0,no
3.850148,3.332205,0.693147,0,4.574711,0,no
1.94591,3.367296,0.693147,0,3.218876,0,no
5.852202,4.077537,1.791759,1.098612,1.88707,1.098612,yes
6.995766,5.141664,3.931826,3.044522,2.174752,2.397895,yes
6.873164,5.303305,3.931826,3.044522,2.174752,1.94591,yes
4.564348,3.526361,1.791759,0.693147,2.772589,0,yes
4.770685,3.713572,2.890372,1.609438,2.853762,0,yes
5.398163,3.332205,2.890372,2.302585,2.86388,0,yes
2.639057,3.970292,0,0,0,0,yes
4.718499,3.496508,1.098612,0.693147,2.862201,0,yes
5.105945,3.258097,0.693147,0,3.258097,0,yes
5.342334,3.806662,2.70805,0,1.871802,1.098612,yes
5.129899,4.905275,3.258097,2.197225,2.589267,0,yes
6.70196,6.783325,3.828641,2.995732,2.117593,1.098612,yes
6.246107,5.631212,3.637586,2.70805,2.457508,1.609438,yes
6.514713,3.295837,2.397895,1.609438,2.230014,2.197225,yes
3.258097,3.044522,1.386294,0.693147,2.639057,0,yes
6.70196,5.247024,3.912023,3.258097,2.181224,1.94591,yes
5.820083,5.365976,1.609438,0.693147,3.218876,1.098612,yes
5.57973,3.89182,3.044522,1.098612,1.967112,1.386294,yes
3.713572,3.178054,2.197225,1.791759,2.639057,0,yes
4.644391,3.7612,2.397895,1.386294,2.541602,0.693147,yes
5.517453,4.60517,1.94591,1.386294,2.4987,0,yes
6.246107,5.631212,3.637586,2.70805,2.457508,1.609438,yes
6.159095,4.59512,3.433987,2.639057,2.305913,1.609438,yes
5.513429,4.934474,2.302585,0.693147,2.826656,0,yes
4.025352,4.110874,1.098612,1.098612,1.386294,0,yes
5.631212,4.49981,1.609438,0,2.110213,1.386294,yes
5.645447,4.49981,1.94591,1.098612,1.921813,1.386294,yes
1.791759,3.401197,0,0,0,0,yes
6.030685,4.248495,3.091042,2.079442,2.583099,1.94591,yes
3.951244,3.295837,1.609438,1.386294,1.94591,0,yes
5.83773,3.871201,3.555348,2.833213,2.796205,1.098612,yes
5.828946,5.111988,2.197225,1.098612,2.397895,0.693147,yes
6.995766,5.141664,3.931826,3.044522,2.174752,2.397895,yes
3.663562,2.890372,0,0,0,0,yes
3.555348,3.583519,2.197225,0,3.188417,0,yes
6.630683,5.488938,3.951244,2.564949,2.429477,1.609438,yes
4.65396,3.583519,1.098612,0.693147,1.252763,0,yes
5.958425,4.882802,0,0,0,0,yes
4.672829,3.871201,0.693147,0,2.833213,0,yes
6.045005,4.248495,3.218876,2.197225,2.633087,1.94591,yes
5.924256,4.430817,2.079442,1.386294,2.273598,1.386294,yes
2.890372,3.555348,1.098612,1.098612,2.442347,0,yes
6.077642,5.347108,3.526361,2.302585,2.666807,1.609438,yes
3.951244,3.295837,1.609438,1.386294,1.94591,0,yes
4.955827,4.828314,2.302585,1.386294,2.88418,0,yes
5.17615,4.969813,3.044522,1.791759,2.769459,0.693147,yes
6.484635,4.691348,2.639057,0.693147,2.060023,2.079442,yes
4.804021,3.931826,2.397895,1.94591,2.4681,1.098612,yes
5.129899,4.905275,3.367296,2.197225,2.528582,0,yes
6.35437,4.727388,3.871201,2.890372,2.55011,2.197225,yes
6.626718,5.488938,3.89182,2.484907,2.454948,1.609438,yes
3.258097,3.7612,1.94591,1.791759,2.140066,0,yes
4.795791,3.713572,3.135494,2.302585,2.692783,0,yes
6.869014,5.749393,3.7612,2.484907,2.47092,2.302585,yes
5.252273,3.526361,1.609438,1.098612,2.691243,0.693147,yes
6.47851,4.691348,2.890372,1.791759,1.867267,2.079442,yes
6.006353,5.4161,2.833213,2.302585,2.339399,1.098612,yes
5.446737,5.393628,2.639057,2.197225,2.649986,0,yes
6.006353,5.4161,2.890372,2.302585,2.370793,1.098612,yes
3.258097,3.7612,1.94591,1.791759,2.140066,0,yes
3.806662,3.583519,2.70805,1.386294,3.249821,0,yes
3.258097,3.044522,1.386294,0.693147,2.639057,0,yes
6.35437,4.727388,3.871201,2.890372,2.55011,2.197225,yes
5.187386,3.713572,2.197225,0,2.989463,0,yes
4.406719,3.044522,1.098612,0,2.197225,0,yes
5.83773,4.70953,3.091042,2.564949,2.5539,1.098612,yes
4.727388,3.526361,0.693147,0,3.367296,0,yes
4.983607,4.394449,1.386294,1.098612,1.386294,0.693147,yes
6.369901,4.727388,3.988984,3.135494,2.480179,2.197225,yes
6.791221,4.941642,2.995732,1.94591,2.173555,2.197225,yes
4.836282,3.912023,3.044522,2.197225,2.76001,0.693147,yes
5.605802,5.135798,2.833213,1.098612,2.525729,0,yes
3.713572,3.091042,1.386294,0,3.245193,0,yes
5.476464,3.583519,2.639057,1.386294,2.932219,1.098612,yes
5.968708,4.488636,0.693147,0,2.079442,1.791759,yes
4.836282,3.912023,3.044522,2.197225,2.76001,0.693147,yes
6.369901,4.727388,3.970292,3.135494,2.496062,2.197225,yes
6.489205,4.691348,3.433987,2.302585,2.285778,2.079442,yes
5.924256,4.430817,2.079442,1.386294,2.273598,1.386294,yes
6.739337,5.257495,4.143135,3.332205,2.318585,1.94591,yes
6.911747,5.407172,4.127134,3.332205,2.058737,1.94591,yes
6.584791,6.54535,3.178054,2.302585,1.834319,1.098612,yes
6.514713,3.295837,2.197225,1.098612,2.409195,2.197225,yes
4.770685,3.555348,2.397895,0.693147,2.933857,0,yes
5.710427,3.367296,0.693147,0,2.564949,0,yes
5.42495,4.317488,0.693147,0,3.367296,0,yes
6.163315,4.736198,2.639057,0.693147,2.796343,0.693147,yes
5.83773,4.70953,3.091042,2.564949,2.5539,1.098612,yes
3.258097,3.044522,1.098612,0,2.890372,0,yes
4.127134,3.806662,1.098612,1.098612,1.386294,0,yes
1.791759,3.401197,0.693147,0,2.833213,0,yes
4.077537,3.89182,0.693147,0,0.693147,0,yes
6.867974,5.303305,3.970292,3.135494,2.15355,1.94591,yes
6.880384,5.749393,3.610918,2.079442,2.592348,2.302585,yes
6.523562,4.691348,3.465736,2.302585,2.259745,2.079442,yes
3.951244,3.295837,1.609438,1.386294,1.94591,0,yes
4.787492,3.931826,1.609438,0.693147,2.691243,1.098612,yes
6.523562,4.691348,3.465736,2.302585,2.259745,2.079442,yes
4.89784,3.850148,0.693147,0,3.367296,0.693147,yes
6.668228,5.111988,3.091042,1.791759,2.423538,1.94591,yes
4.836282,3.912023,3.044522,2.197225,2.76001,0.693147,yes
5.849325,4.382027,2.70805,1.386294,2.841582,1.386294,yes
4.672829,3.871201,1.386294,1.098612,1.94591,0,yes
3.555348,3.583519,2.484907,0,3.425151,0,yes
6.054439,4.248495,3.332205,2.397895,2.625742,2.079442,yes
3.663562,2.890372,0,0,0,0,yes
6.352629,4.727388,3.912023,2.995732,2.518355,2.197225,yes
6.47851,4.691348,2.944439,1.791759,1.905419,2.079442,yes
6.395262,5.525453,4.077537,3.295837,2.295665,2.079442,yes
3.951244,3.295837,1.609438,1.386294,1.94591,0,yes
6.878326,5.749393,3.713572,2.484907,2.51163,2.302585,yes
5.164786,4.94876,3.465736,2.484907,2.452117,0,yes
5.849325,4.934474,0,0,0,0,yes
5.908083,5.627621,2.302585,1.791759,2.051271,1.098612,yes
5.746203,3.871201,3.295837,2.197225,2.993807,1.098612,yes
5.036953,3.637586,1.386294,1.098612,2.197225,1.386294,yes
6.165418,4.997212,2.70805,1.098612,2.644146,1.098612,yes
6.489205,4.691348,3.433987,2.302585,2.285778,2.079442,yes
6.016157,5.159055,3.332205,2.772589,1.868949,1.098612,yes
6.54535,4.077537,2.197225,0,3.193558,1.609438,yes
6.791221,4.941642,2.995732,1.94591,2.173555,2.197225,yes
5.241747,3.258097,2.197225,1.609438,2.60269,0,yes
4.532599,3.688879,2.397895,1.94591,2.484907,0,yes
5.826,3.871201,3.555348,2.833213,2.796205,1.098612,yes
5.765191,4.454347,2.70805,1.609438,2.628801,1.098612,yes
5.043425,4.691348,0.693147,0,2.079442,0,yes
3.912023,3.258097,0.693147,0,2.484907,0,yes
2.639057,3.091042,1.098612,0,3.198673,0,no
3.044522,3.135494,0,0,0,0,no
3.688879,3.7612,0.693147,0,3.951244,0,no
3.688879,3.555348,0.693147,0,3.465736,0,no
2.995732,4.248495,0,0,0,0,no
3.970292,3.912023,2.302585,0,2.007468,0,no
5.869297,3.526361,0,0,0,0.693147,no
4.234107,3.091042,1.386294,0,3.218876,0,no
5.624018,3.465736,0.693147,0,3.218876,0,no
5.68358,3.871201,0.693147,0,3.218876,0,no
2.484907,3.091042,0.693147,0,1.386294,0,no
4.574711,3.332205,0.693147,0,3.465736,0,no
2.639057,3.951244,1.098612,0,3.73767,0,no
4.736198,3.7612,3.258097,2.302585,2.876949,0,no
6.54535,4.077537,1.94591,0,3.373027,1.609438,no
3.73767,3.367296,1.098612,0,4.668145,0,no
4.356709,3.78419,0.693147,0.693147,1.386294,0,no
5.273,3.091042,0.693147,0,3.465736,0.693147,no
5.31812,3.988984,2.833213,1.386294,2.70805,1.609438,no
6.068426,4.65396,1.94591,0,3.526361,1.098612,no
5.869297,3.526361,0,0,0,0.693147,no
4.343805,3.828641,1.386294,0,4.304065,0,no
3.931826,2.890372,0.693147,0.693147,1.386294,0,no
5.910797,5.472271,0.693147,0,3.367296,0.693147,no
5.036953,4.454347,1.94591,1.386294,3.113515,0.693147,no
4.430817,3.988984,1.609438,0,4.102643,0,no
5.976351,5.370638,3.433987,1.94591,2.319114,0.693147,no
4.406719,3.044522,1.098612,0,2.197225,0,no
3.218876,3.044522,0.693147,0,3.044522,0,no
3.218876,3.135494,1.098612,0,3.198673,0,no
2.70805,2.890372,0.693147,0,3.951244,0,no
4.110874,2.944439,0.693147,0,4.744932,0,no
4.174387,2.944439,0,0,0,0,no
2.639057,3.091042,1.098612,0,3.198673,0,no
2.833213,3.091042,0.693147,0,2.772589,0,no
3.970292,3.218876,1.098612,0,2.890372,0,no
1.791759,3.295837,0,0,0,0,no
3.218876,3.135494,0.693147,0,3.465736,0,no
4.158883,3.526361,0.693147,0,1.791759,0,no
3.044522,2.890372,0,0,0,0,no
4.465908,3.044522,0.693147,0,2.564949,0,no
3.135494,3.091042,0.693147,0,3.465736,0,no
4.94876,4.532599,2.079442,1.098612,3.129264,0,no
3.433987,3.433987,0,0,0,0,no
6.520621,5.01728,2.564949,0,2.983153,1.791759,no
4.060443,3.178054,0.693147,0,3.465736,0,no
4.875197,3.610918,1.609438,1.386294,1.178655,0,no
2.995732,2.890372,1.386294,0,3.729701,0,no
3.401197,2.944439,0.693147,0,2.484907,0,no
4.043051,3.044522,0.693147,0,2.564949,0,no
4.442651,3.526361,1.098612,0,2.917771,0,no
4.584967,3.931826,1.386294,0.693147,2.751535,0,no
4.543295,3.091042,1.609438,0,2.862201,0,no
2.564949,3.091042,1.098612,0,3.198673,0,no
1.94591,3.295837,0,0,0,0,no
4.543295,3.135494,2.079442,0,2.841582,0,no
4.795791,3.555348,2.079442,0,3.396424,0,no
3.7612,2.890372,0.693147,0,2.484907,0,no
5.739793,4.127134,3.433987,1.791759,2.18979,1.386294,no
4.574711,2.944439,1.098612,0,3.998201,0,no
4.290459,4.189655,0,0,0,0.693147,no
4.234107,3.401197,2.302585,0,3.135494,0.693147,no
3.044522,2.890372,0,0,0,0,no
4.406719,3.496508,1.098612,0,2.917771,0,no
4.343805,3.135494,1.791759,0.693147,3.549617,0.693147,no
3.78419,3.73767,2.079442,0,1.791759,0,no
4.234107,2.944439,0.693147,0,4.744932,0,no
4.454347,3.258097,0.693147,0,2.944439,0,no
4.219508,2.890372,0.693147,0,4.744932,0,no
4.234107,3.401197,2.302585,0,3.135494,0.693147,no
2.197225,3.091042,0,0,0,0,no
5.278115,3.091042,1.098612,0,3.367296,0,no
3.332205,3.091042,1.386294,1.098612,1.845827,0,no
1.94591,3.178054,1.609438,0,3.38439,0,no
4.043051,3.78419,0.693147,0,2.564949,0,no
3.828641,3.332205,0,0,0,0,no
6.731018,5.587249,2.772589,1.098612,2.817403,2.197225,no
3.044522,2.890372,0,0,0,0,no
5.480639,4.454347,2.197225,1.098612,3.068053,1.386294,no
2.995732,3.091042,0.693147,0,3.465736,0,no
